Gene	High.2838c3.rep1.RNAseq.mm10.featureCounts.gene.txt	High_6499c4.rep2.RNAseq.mm10.featureCounts.gene.txt	High_6555c3.rep5.RNAseq.mm10.featureCounts.gene.txt	High_6556c4.rep7.RNAseq.mm10.featureCounts.gene.txt	High_6620c1.rep3.RNAseq.mm10.featureCounts.gene.txt	Low.6694c2.rep3.RNAseq.mm10.featureCounts.gene.txt	Low_2699c4.rep8.RNAseq.mm10.featureCounts.gene.txt	Low_6556c3.rep5.RNAseq.mm10.featureCounts.gene.txt	Low_6556c3.rep6.RNAseq.mm10.featureCounts.gene.txt	Low_6694c2.rep7.RNAseq.mm10.featureCounts.gene.txt
Gm10941	42	10	16	20	31	35	4	36	40	29
Gm5577	143	142	87	74	153	44	7	37	24	5
Gt(ROSA)26Sor	1234	359	419	292	464	1158	305	1124	717	647
Snhg20	1355	709	851	512	996	1079	216	835	1088	1081
Tmem51os1	57	57	73	39	53	31	10	57	59	30
AI854703	171	92	109	98	124	75	8	42	5	29
Uckl1os	154	113	123	48	149	83	16	66	50	92
A230020J21Rik	25	2	12	0	6	5	2	1	4	2
Pdxk-ps	12	0	6	8	2	15	0	9	3	11
A930003O13Rik	0	0	0	0	0	2	0	0	0	0
Gm48957	12	0	20	0	2	28	0	3	2	0
Gm17769	37	16	39	8	37	48	11	30	17	14
Gm3219	77	37	66	30	53	191	21	95	72	78
1700096K18Rik	559	269	376	251	450	359	89	250	247	150
A230072C01Rik	283	79	124	52	120	130	16	94	111	83
AA543186	74	22	46	34	34	58	5	24	34	26
Gm17801	6	6	10	0	16	4	2	1	2	1
Gm8580	4	5	1	0	6	4	0	6	17	4
Tspy-ps	0	0	0	0	0	0	0	0	0	0
Mug-ps1	558	410	432	305	522	130	35	65	0	0
Gm4489	0	0	0	0	0	0	0	0	0	0
4932435O22Rik	0	2	0	0	0	0	0	2	0	0
Oaz1-ps	0	0	0	0	0	0	0	0	0	0
Gm8883	365	225	282	167	309	140	33	91	53	59
Gm5166	0	0	0	0	0	0	0	0	0	0
Gm11961	0	0	6	0	0	0	0	0	0	0
Tbrg3	88	30	41	5	52	10	11	104	62	39
Map2k3os	417	103	180	77	161	260	70	173	147	214
Gm1141	17	22	20	18	36	26	3	21	7	35
D6Ertd474e	0	4	0	4	1	0	0	0	0	0
A430093F15Rik	8	4	8	6	10	10	2	25	0	11
1110006O24Rik	164	113	56	66	92	161	22	73	93	136
Zp4-ps	0	0	0	0	0	0	0	0	0	0
1500011B03Rik	1338	724	835	514	926	882	165	583	614	551
Snhg16	1471	749	927	629	1099	1571	223	1179	1259	1042
Gm13749	4	2	2	12	2	4	0	6	0	0
4930470P17Rik	0	0	0	0	0	0	0	0	0	0
Pantr1	0	0	0	0	0	0	0	0	0	0
Rnf227	236	102	178	74	181	281	14	128	148	213
Gm10638	57	24	41	32	29	39	8	13	14	10
2810002D19Rik	544	172	130	126	226	318	84	376	341	295
D630029K05Rik	14	0	0	0	0	0	0	0	2	2
Pmis2	0	0	0	0	4	4	0	2	0	0
2900005J15Rik	306	221	213	171	314	93	22	51	28	2
Nlrp1c-ps	26	36	8	19	44	43	9	85	31	6
Gm9199	44	2	10	18	38	6	2	23	0	0
1700054K19Rik	0	0	0	0	0	0	0	0	0	0
5730408K05Rik	26	12	17	8	23	33	5	21	73	48
Cts8-ps	0	0	0	0	0	0	0	0	0	0
4930515G01Rik	90	29	52	22	73	55	8	56	55	40
0610040B10Rik	47	13	57	21	35	62	10	33	17	13
4930583K01Rik	4	4	1	0	7	5	0	1	4	0
6530411M01Rik	0	0	0	0	0	0	0	0	0	0
1700096J18Rik	3	3	2	2	4	1	2	2	10	8
Vaultrc5	4	0	0	0	8	10	2	12	0	4
A930013F10Rik	444	284	367	170	348	334	74	278	213	189
5031426D15Rik	16	48	40	2	26	4	2	22	0	1
2900092D14Rik	0	0	0	0	0	2	0	0	0	0
BB123696	16	19	29	18	34	4	2	8	2	0
Hoxd3os1	3	0	0	0	0	0	0	0	0	0
Snhg9	16	8	20	3	7	39	2	2	15	24
2900060B14Rik	6	3	0	4	5	27	4	25	2	8
G630025P09Rik	8	17	28	0	28	20	5	34	19	14
1700120K04Rik	37	22	16	0	17	20	3	27	13	21
Bambi-ps1	32	6	18	18	14	50	0	24	14	8
Msx1os	6	10	4	4	10	6	0	3	4	0
C630043F03Rik	542	102	190	70	181	188	70	195	290	128
2010204K13Rik	461	195	188	131	310	315	113	194	269	226
4930507D05Rik	40	2	8	2	16	29	6	16	8	15
1110020A21Rik	49	51	74	16	29	30	8	40	26	32
4931440P22Rik	275	154	173	157	217	123	20	152	161	187
1700052K11Rik	446	247	361	136	277	384	65	225	165	222
Ppp4r1l-ps	1289	864	959	630	1101	1035	125	620	408	353
D930048N14Rik	930	590	693	386	750	724	157	730	684	410
B830017H08Rik	0	2	0	2	0	0	0	0	0	1
9130230L23Rik	81	57	38	36	93	44	20	45	47	29
Zfp783	581	366	488	296	494	176	44	154	11	17
Gm10416	8	0	0	1	7	4	0	4	4	10
Zbtb11os1	166	79	95	71	108	144	25	129	107	60
4930429B21Rik	46	36	32	22	20	32	14	27	8	13
1700020N01Rik	0	2	0	0	8	0	0	1	0	0
Zfp85os	44	19	42	19	6	19	7	30	33	26
Hnf4aos	36	18	24	8	14	8	4	2	7	4
Atad3aos	16	12	17	6	2	33	4	14	18	8
5730522E02Rik	8	4	0	0	8	0	0	0	0	0
3110070M22Rik	33	26	22	17	15	28	8	22	19	11
Sox1ot	0	0	0	0	0	0	0	0	0	0
4930465K10Rik	2	3	8	0	0	3	0	4	1	5
1700001L05Rik	1020	365	476	397	545	451	67	524	344	227
1810064F22Rik	325	239	281	190	276	104	38	68	38	20
2810025M15Rik	1097	725	855	601	889	1134	181	1215	1404	967
4632415L05Rik	1988	892	1011	681	1152	1977	260	1677	1673	1130
4930474M22Rik	0	3	0	8	0	10	0	0	0	0
C030016D13Rik	46	4	12	10	42	24	2	6	12	12
4930433N12Rik	0	6	0	0	2	0	0	0	0	0
Gm9871	0	0	0	0	0	0	0	0	0	0
Gm3414	663	345	586	187	400	155	176	570	308	429
Ppifos	171	100	153	88	158	150	31	95	59	92
Gm4566	2	0	0	0	0	1	0	0	0	0
Gm9767	0	0	0	0	0	0	0	0	0	0
Gm8615	401	288	426	232	322	87	41	60	18	8
Gm4926	1	0	0	0	0	0	0	0	0	0
Snora21	35	16	14	14	11	19	3	15	14	20
Snora3	58	29	17	25	45	48	7	62	32	30
Snord72	69	23	32	22	36	71	12	56	33	31
Gm12191	0	0	0	0	0	0	0	0	0	0
Kcnmb4os1	0	0	0	0	0	0	0	0	0	0
0610039K10Rik	65	53	24	31	64	25	8	41	6	8
2310001K24Rik	0	0	0	4	1	0	0	0	0	0
1600029I14Rik	0	0	0	0	8	0	0	1	0	0
2310068J16Rik	45	35	28	13	31	53	2	30	35	41
0610038B21Rik	28	31	46	20	23	25	8	28	23	12
6330407A03Rik	8	8	4	2	0	0	2	20	0	0
Snord68	77	41	28	25	30	50	13	50	38	50
AF357399	12	12	24	2	16	35	1	29	15	16
4932414J04Rik	0	0	0	0	0	0	0	0	0	0
Rian	1006	893	964	678	1149	1897	109	2388	147	782
Rmst	4	4	14	4	7	2	0	4	0	0
B130006D01Rik	12	12	28	8	0	12	6	19	17	6
Dleu2	296	117	119	54	142	413	28	240	200	309
Mirg	84	32	89	52	61	56	4	65	6	27
BC037032	57	21	51	20	56	20	6	29	2	3
Phxr4	19	6	22	13	24	32	8	9	23	3
Snord14a	0	0	0	0	0	0	0	0	0	0
Snord14d	0	0	0	0	0	0	0	0	0	0
Snord14c	163	60	66	27	73	273	20	119	81	95
Gm8801	37	6	28	4	41	15	2	1	5	10
Snord43	21	6	4	4	13	22	7	28	29	14
Snord83b	111	37	51	17	79	83	12	108	67	62
Mcpt-ps1	131	16	9	8	34	34	2	22	2	13
2210417A02Rik	49	30	31	12	30	98	6	42	12	34
1700026D11Rik	0	0	0	0	0	0	0	0	0	0
2610306M01Rik	407	106	140	111	181	366	59	218	325	298
1700084E18Rik	82	30	53	5	62	47	14	35	14	15
Dubr	1015	339	338	194	404	688	139	736	811	690
C4bp-ps1	26	11	47	23	18	8	1	4	0	1
Tmem181c-ps	360	134	234	98	330	92	43	83	5	22
Gm6524	2	0	0	0	2	2	0	0	0	0
4930503E24Rik	2	0	0	0	2	0	0	2	2	0
Gm4371	3	0	0	0	0	0	0	0	0	0
8430429K09Rik	303	162	165	87	164	227	35	192	209	144
AU015836	0	0	0	0	0	0	0	0	4	2
Appbp2os	54	13	19	11	8	37	0	31	42	28
5830417I10Rik	2867	1160	1517	951	1663	2623	453	2138	1616	1332
1700018L02Rik	58	28	24	32	53	43	5	21	22	11
Snord7	0	0	0	0	0	0	0	0	0	0
AA465934	91	18	33	29	30	58	4	58	97	67
AI450353	33	53	35	35	54	125	15	137	45	41
4930404I05Rik	189	61	96	50	125	92	43	119	41	54
A930004D18Rik	869	341	389	253	412	750	112	446	376	499
Gm17762	113	43	85	41	78	136	14	63	85	103
Ftx	1744	584	800	355	727	1182	128	786	451	623
B230319C09Rik	49	25	23	24	38	41	3	29	17	34
4930528A17Rik	48	51	39	15	35	36	4	39	20	39
Gm10190	2	2	0	4	14	6	4	6	0	0
BB031773	4	0	0	0	0	0	0	0	0	0
Marcksl1-ps4	403	214	234	162	251	158	103	98	90	37
D630041G03Rik	10	8	0	9	12	11	2	1	0	3
Gm7854	8	10	0	0	16	0	0	4	0	0
D430020J02Rik	617	280	316	236	395	773	176	570	561	523
C130080G10Rik	122	70	86	59	91	43	4	8	0	0
A530058N18Rik	0	0	0	0	0	0	0	0	0	0
Gm2176	0	6	0	0	0	6	0	1	0	4
D7Ertd143e	39	39	63	43	48	20	7	13	0	0
Gm5129	12	6	0	13	1	24	3	15	4	14
Mirt1	2126	1013	1372	738	1526	1010	221	1007	612	971
2610005L07Rik	2245	1041	1030	735	1348	1123	204	811	686	711
Thap6	1148	508	651	420	672	911	188	743	529	558
BC052688	0	0	0	0	2	0	0	0	0	1
AF357355	0	0	0	0	0	0	1	4	0	0
AF357359	43	41	39	10	25	35	4	66	0	11
9230102K24Rik	12	8	22	10	0	4	2	23	2	0
Vmn2r-ps60	0	0	0	0	0	0	0	0	0	0
9330020H09Rik	180	75	134	37	148	189	23	139	144	114
F930015N05Rik	10	0	0	2	6	0	0	0	0	1
Snora35	0	0	0	0	0	0	0	0	0	0
Snora75	74	28	21	39	37	28	9	37	18	23
Snora20	30	15	9	26	26	16	2	5	3	2
Gm12238	2	0	4	0	0	8	6	9	2	4
Snora31	437	201	188	91	214	238	33	202	111	140
Gm13315	17	10	6	2	20	12	0	8	0	0
Snora78	32	8	11	26	13	30	6	21	15	23
Scarna10	1	0	4	8	6	22	3	7	1	3
Scarna3a	2	0	0	0	4	1	2	4	0	1
Scarna6	5	22	10	2	21	19	6	29	6	0
Gm10451	359	75	63	32	52	12	103	421	324	0
Snord11	0	1	0	0	3	2	1	0	1	1
Snord13	2	4	0	0	0	1	0	3	0	2
Snord19	72	40	43	24	33	98	7	57	23	35
Snord38a	11	0	1	4	6	1	0	3	0	2
Snord45c	0	0	0	0	0	0	0	0	0	0
Snord49b	92	24	57	10	46	75	18	109	64	85
Snord52	103	84	118	80	113	215	47	149	63	75
Snord57	47	30	42	19	38	45	12	26	20	21
Snord64	7	0	0	0	4	0	0	0	0	0
Snord66	20	9	18	4	14	8	2	2	8	17
Snord69	83	57	64	21	68	91	12	67	19	33
Snord71	40	17	11	17	22	18	1	13	9	11
Snord88a	8	2	6	3	11	19	2	10	3	14
Snord88c	5	1	3	10	29	30	6	9	7	21
Snord90	0	0	0	0	0	0	0	0	0	1
Snord93	6	2	0	0	4	7	0	4	4	0
Snord99	51	39	31	21	47	40	16	67	41	46
Scarna2	4	7	13	2	5	17	1	17	9	10
Snord23	12	6	6	0	10	1	1	4	4	8
Snord12	173	86	84	63	56	189	32	214	170	146
Snord65	65	21	17	16	27	101	19	53	49	47
Snord8	17	5	13	5	4	24	5	13	10	3
Snord47	110	47	49	19	54	180	47	289	64	69
Scarna3b	0	0	0	0	0	0	0	1	1	0
Scarna8	4	1	0	0	2	6	2	11	11	0
Snora7a	96	65	71	25	91	143	32	125	85	117
Snord110	12	6	0	1	2	5	6	2	2	2
Snord16a	52	65	67	45	60	69	5	75	38	42
Snord37	111	52	40	35	65	51	7	25	26	53
Snord49a	46	34	63	33	16	53	5	62	23	29
Snord53	19	29	11	8	21	25	2	24	8	16
Snord58b	1	0	0	0	0	0	0	0	0	0
Snord67	1	0	0	0	0	0	0	3	1	0
Snord70	20	7	1	2	0	6	1	11	7	4
Snord89	45	24	35	12	24	15	5	40	13	10
Snord92	0	2	0	1	0	5	0	1	0	0
Snord98	27	8	11	17	39	12	1	16	13	3
Snora41	24	27	35	11	23	49	17	62	17	22
Snord111	9	0	0	0	6	4	0	1	1	7
Scarna17	22	5	8	7	9	15	6	34	19	11
Snord45b	42	49	44	12	58	36	18	45	9	20
Snord91a	0	0	0	0	0	0	0	0	0	0
Snord96a	337	150	153	83	200	220	38	286	108	115
Snord95	21	27	22	9	20	22	11	18	11	4
Snord85	7	0	0	0	0	3	1	5	0	4
Snord118	0	3	0	2	1	13	0	0	0	1
Snord1b	12	13	16	6	10	15	2	26	12	12
Scarna9	6	2	4	1	3	4	1	2	1	0
Snord1c	9	4	8	9	19	12	6	9	9	6
Snord1a	0	0	0	0	0	0	0	0	0	0
Snora17	117	66	93	55	110	114	17	73	71	72
Snora43	136	68	79	60	91	69	12	33	56	32
Snora24	0	0	0	0	0	0	0	0	0	0
Snhg8	4421	1746	1833	1118	1864	3747	697	2949	3836	3054
Snord123	8	12	0	12	0	1	0	10	0	0
Scarna13	16	11	18	0	9	22	6	11	6	6
D030025P21Rik	72	22	26	14	50	147	2	132	475	105
Gm10584	5	21	7	7	28	20	0	10	4	1
Gm10649	8	6	0	1	0	6	4	8	4	2
Gm10825	2	6	0	0	10	0	0	2	0	0
Gm11978	0	3	0	0	1	0	0	2	0	0
Morrbid	3165	1249	1659	900	1714	4762	390	2268	1604	2406
Gm10069	181	66	100	51	117	89	26	49	54	92
5330413P13Rik	4	2	0	1	2	0	2	1	0	0
Mir17hg	788	379	594	303	703	756	72	578	243	532
Otx2os1	0	0	0	0	0	0	0	0	0	0
Snora16a	91	27	59	22	63	80	10	109	42	70
Gsdmcl-ps	0	0	0	0	0	0	0	2	2	0
Stmn1-rs1	4	10	0	0	7	4	5	9	5	7
1500015A07Rik	783	392	384	219	557	545	114	499	420	349
1700003G18Rik	0	0	0	0	2	0	0	0	0	0
1700028J19Rik	14	0	74	14	8	32	8	18	8	20
4933406I18Rik	20	10	16	3	21	19	0	2	6	0
1700018A04Rik	44	23	28	13	14	118	6	80	44	45
2010320M18Rik	1035	582	601	368	523	744	110	459	566	595
2810454H06Rik	127	58	93	36	59	97	30	61	75	63
4933407K13Rik	537	243	297	165	269	514	97	361	264	303
4930579K19Rik	62	12	18	30	66	33	6	27	44	42
4930584F24Rik	0	0	0	0	0	0	0	0	0	0
6230400D17Rik	130	52	37	40	54	87	10	74	75	51
E130317F20Rik	274	291	229	223	304	167	21	156	119	49
C530005A16Rik	100	35	72	30	53	88	12	57	37	42
Stk35os1	394	161	211	164	172	371	35	201	233	164
Mccc1os	42	7	8	9	12	15	0	3	9	10
G530011O06Rik	128	66	69	52	84	117	11	130	49	53
A530088E08Rik	2	6	5	0	2	2	2	1	0	0
6530402F18Rik	212	90	156	62	163	148	7	343	89	61
9430083A17Rik	198	83	97	107	111	125	21	136	166	58
5033406O09Rik	446	214	236	152	194	595	109	530	401	322
Gm11149	6	0	2	4	18	8	0	4	3	11
Snhg12	1765	800	831	613	984	1788	329	1381	1118	1338
D4Ertd617e	13	9	3	2	1	3	1	8	4	9
Gm10863	5	1	12	5	0	2	2	2	2	0
Rps15a-ps6	152	105	112	48	126	116	12	135	122	194
Flicr	44	23	11	34	21	40	10	25	30	19
B430319G15Rik	58	38	34	8	22	160	8	62	107	94
4930581F22Rik	454	213	343	174	365	380	69	448	380	288
Mirlet7g	4	0	0	0	0	0	1	0	0	0
Mirlet7i	6	19	0	3	3	1	1	0	0	3
Mir1a-1	0	1	0	1	2	2	1	0	0	0
Mir15b	0	0	5	0	2	0	0	0	0	0
Mir23b	0	0	0	0	0	0	0	0	0	0
Mir27b	0	0	0	0	0	0	0	0	0	0
Mir29b-1	0	0	0	0	0	0	0	2	0	0
Mir30a	0	0	0	0	0	0	0	0	0	0
Mir30b	0	0	0	0	2	0	0	0	0	0
Mir99a	9	0	2	3	9	4	0	0	0	0
Mir99b	7	9	12	2	6	4	0	2	5	5
Mir101a	0	0	0	0	0	0	0	0	0	0
Mir124a-3	0	0	0	0	0	0	0	0	0	0
Mir125a	19	7	11	12	19	12	1	5	2	0
Mir125b-2	0	0	0	0	0	0	0	0	0	0
Mir126a	3	0	3	0	0	0	0	0	0	0
Mir127	0	0	0	0	0	0	0	0	0	0
Mir128-1	2	0	0	0	0	0	0	0	0	0
Mir130a	0	0	0	0	0	0	0	0	1	0
Mir9-2	0	0	0	0	0	0	0	0	0	0
Mir132	4	0	1	0	0	2	0	4	0	0
Mir133a-1	17	0	0	0	3	6	0	8	0	0
Mir134	0	0	0	0	0	1	0	0	0	0
Mir135a-1	0	0	0	0	0	0	0	0	0	0
Mir136	0	0	0	0	0	0	0	0	0	0
Mir137	0	0	0	0	0	0	0	0	0	0
Mir138-2	0	0	0	0	0	0	0	0	0	0
Mir140	1	2	13	7	1	1	0	2	4	1
Mir141	0	0	0	0	0	0	0	0	0	0
Mir142	0	0	0	0	0	0	0	0	0	0
Mir144	0	0	0	0	0	0	0	1	0	0
Mir145a	14	5	11	6	13	2	0	5	0	0
Mir146	0	0	0	0	0	0	0	0	0	2
Mir149	0	0	0	0	0	0	0	0	0	0
Mir150	1	2	0	2	3	0	0	1	0	0
Mir151	0	0	0	0	0	0	0	1	1	0
Mir152	0	0	0	0	0	0	0	0	0	0
Mir153	0	0	0	0	0	0	0	0	0	0
Mir154	0	0	0	0	0	0	0	0	0	0
Mir155	0	0	0	0	0	0	0	0	0	0
Mir10b	0	0	0	0	0	0	0	0	0	0
Mir129-1	0	0	0	0	0	0	0	0	0	0
Mir181a-2	0	0	0	0	0	0	0	1	0	0
Mir182	0	0	0	0	0	0	0	0	0	0
Mir184	0	0	0	0	0	0	0	0	0	0
Mir185	1	0	8	0	0	1	0	0	0	0
Mir186	33	6	33	12	29	20	2	20	8	11
Mir187	0	0	0	0	0	0	0	0	0	0
Mir188	0	0	0	0	0	0	0	0	0	0
Mir24-1	0	0	0	0	0	0	0	0	0	0
Mir190a	0	0	0	0	0	0	1	0	0	0
Mir191	13	0	0	1	1	5	2	0	0	3
Mir193a	1	0	0	0	0	0	0	0	2	0
Mir194-1	8	8	6	6	1	6	0	6	2	5
Mir195a	0	0	0	0	0	0	0	0	0	0
Mir199a-1	7	12	3	2	12	4	0	2	7	0
Mir200b	0	0	0	0	0	0	0	0	0	0
Mir201	0	0	0	0	0	0	0	0	0	0
Mir202	0	0	0	0	0	1	0	0	0	0
Mir203	0	0	0	0	0	0	0	0	0	0
Mir204	0	0	0	0	0	0	0	0	0	0
Mir205	0	0	0	0	0	0	0	0	0	0
Mir206	0	0	0	0	0	0	0	0	0	0
Mir207	3	0	0	0	0	1	0	3	2	2
Mir122	0	0	0	0	0	0	0	0	0	0
Mir143	34	8	9	4	2	4	0	2	0	0
Mir30e	0	0	0	0	0	0	0	0	0	0
Mir290a	0	0	0	0	1	0	0	0	0	0
Mir291a	0	0	0	0	0	0	0	0	0	0
Mir292	0	0	0	0	0	0	0	0	0	0
Mir293	0	0	0	0	0	0	0	0	0	0
Mir294	0	0	0	0	0	0	0	0	0	0
Mir295	0	0	0	0	0	0	0	0	0	0
Mir296	2	0	4	0	2	4	1	0	0	0
Mir297-1	0	0	0	0	0	0	0	0	0	0
Mir297a-2	0	0	0	0	0	0	0	0	0	0
Mir298	0	0	1	0	0	0	0	0	0	0
Mir299a	0	0	0	0	0	0	0	0	0	0
Mir300	0	0	4	0	0	0	0	0	0	0
Mir301	2	2	0	2	0	1	0	2	0	1
Mir302a	0	0	0	0	0	0	1	0	0	0
Mir34c	0	0	0	0	0	0	0	0	0	0
Mir34b	0	0	0	0	0	0	0	1	0	0
Mirlet7d	10	0	5	2	6	10	0	9	0	1
Mir106a	0	0	0	0	0	0	0	0	0	0
Mir106b	2	2	0	0	0	0	0	0	0	1
Mir130b	0	0	0	0	0	0	0	0	0	0
Mir19b-2	0	0	0	0	0	0	0	0	0	0
Mir30c-1	0	1	0	0	0	0	0	0	0	0
Mir30c-2	0	0	0	0	0	0	0	0	0	0
Mir30d	0	0	0	0	1	0	0	0	0	0
Mir148a	0	0	0	0	0	0	0	0	0	0
Mir192	4	4	0	2	1	6	1	1	0	0
Mir196a-1	0	0	0	0	0	0	0	1	0	0
Mir196a-2	0	0	0	0	0	0	0	0	0	0
Mir200a	0	0	0	0	0	0	0	0	1	0
Mir208a	0	0	0	0	0	2	0	0	0	0
Mirlet7a-1	1	0	0	0	0	1	0	1	0	0
Mirlet7a-2	0	0	0	0	0	0	0	0	0	0
Mirlet7b	0	0	0	0	0	0	0	0	0	0
Mirlet7c-1	0	0	1	0	0	0	0	0	0	0
Mirlet7c-2	0	0	0	0	0	0	0	0	0	0
Mirlet7e	7	19	16	9	3	4	0	6	1	3
Mirlet7f-1	4	0	1	0	0	2	4	1	0	1
Mirlet7f-2	0	0	0	0	0	0	0	0	0	0
Mir15a	0	0	0	0	0	2	0	0	0	0
Mir16-1	1	0	0	1	2	4	0	23	1	1
Mir16-2	0	0	0	0	0	0	0	2	0	0
Mir18	6	13	0	0	10	10	3	2	0	3
Mir20a	3	1	6	9	2	6	0	1	4	1
Mir21a	0	0	0	0	0	0	0	0	0	0
Mir22	0	0	0	0	0	0	0	0	0	0
Mir23a	18	12	15	2	19	5	2	9	1	3
Mir24-2	31	39	44	28	33	99	10	75	14	18
Mir26a-1	5	0	10	0	3	0	0	0	0	1
Mir26b	12	2	14	6	6	6	0	3	6	1
Mir29a	0	2	4	0	1	0	0	4	1	0
Mir29c	0	0	0	0	0	0	0	0	0	0
Mir27a	21	5	10	8	18	14	0	17	3	5
Mir31	0	0	0	0	0	0	0	0	0	0
Mir92-2	0	0	0	0	0	0	0	0	0	0
Mir93	6	7	0	0	2	2	0	1	1	2
Mir96	0	0	0	0	0	0	0	0	0	0
Mir34a	0	0	0	0	0	0	0	0	0	0
Mir129-2	0	0	0	0	0	0	0	0	0	0
Mir98	1	0	0	0	0	0	0	0	0	0
Mir103-1	0	0	0	0	0	2	0	1	0	0
Mir103-2	0	1	0	0	2	0	0	0	0	1
Mir322	0	0	0	0	0	0	0	0	0	0
Mir323	0	0	0	0	0	0	0	0	0	0
Mir324	9	15	10	0	2	6	0	1	2	5
Mir325	0	0	0	0	0	0	0	0	0	0
Mir326	0	0	0	0	0	0	0	1	0	0
Mir328	0	0	0	0	0	0	0	0	0	1
Mir329	0	0	0	0	0	0	0	0	0	0
Mir330	4	0	1	1	5	10	2	6	2	7
Mir331	0	0	0	0	0	0	0	0	0	0
Mir337	0	0	0	0	0	0	0	0	0	0
Mir148b	0	0	0	0	4	0	0	0	0	0
Mir338	0	0	0	0	0	0	0	0	0	0
Mir339	0	0	0	1	2	1	0	1	0	0
Mir340	0	0	0	0	0	0	0	0	0	0
Mir341	0	0	0	0	0	1	0	2	0	0
Mir342	0	0	0	0	0	0	0	1	0	0
Mir344	0	0	0	0	0	0	0	0	0	0
Mir345	3	0	0	6	7	4	2	9	0	3
Mir346	0	0	0	0	0	0	0	0	0	0
Mir350	0	0	0	0	0	0	0	2	2	0
Mir351	0	0	0	0	0	0	0	0	0	0
Mir135b	0	0	0	0	0	0	0	0	0	0
Mir101b	0	0	0	0	0	0	1	1	0	0
Mir1a-2	0	0	0	0	0	0	0	0	0	0
Mir107	0	0	0	0	0	0	0	0	0	0
Mir10a	7	8	0	5	0	0	0	2	0	0
Mir17	6	5	3	0	0	0	0	4	0	3
Mir19a	0	0	6	0	7	4	1	3	0	1
Mir25	44	30	8	17	22	19	3	7	4	3
Mir28a	0	0	0	0	0	0	0	0	0	0
Mir32	0	5	0	0	0	2	0	0	1	0
Mir100	2	0	0	0	0	0	0	1	0	1
Mir139	0	0	0	0	0	0	0	0	0	0
Mir200c	0	0	0	0	0	0	0	0	0	0
Mir210	14	4	2	5	25	5	0	0	6	3
Mir212	0	0	1	0	0	2	0	0	2	3
Mir181a-1	0	0	0	0	0	0	0	0	0	0
Mir214	0	0	0	0	0	0	0	0	0	0
Mir216a	0	0	1	0	1	0	0	0	0	0
Mir218-1	0	0	0	0	0	2	0	0	0	0
Mir218-2	0	0	0	0	0	0	0	0	0	0
Mir219a-1	1	0	0	0	0	7	0	0	0	0
Mir223	0	0	0	0	0	0	0	0	0	0
Mir320	0	0	0	1	0	1	0	0	1	0
Mir26a-2	0	0	0	0	2	4	0	1	2	0
Mir33	0	4	0	2	0	0	0	0	0	0
Mir211	0	0	0	0	0	0	0	0	0	0
Mir221	7	7	4	2	4	14	0	6	0	2
Mir222	1	0	0	0	0	0	0	1	1	0
Mir224	1	0	1	0	0	0	0	1	1	0
Mir29b-2	0	0	0	0	0	0	0	0	0	0
Mir199a-2	0	0	0	0	0	0	0	0	0	0
Mir199b	0	0	0	0	0	0	0	0	0	0
Mir135a-2	0	0	0	0	1	0	0	0	0	0
Mir124a-1	0	0	0	0	0	0	0	0	0	0
Mir124a-2	0	0	0	0	0	0	0	0	0	0
Mir19b-1	0	0	1	3	0	0	0	0	0	1
Mir92-1	0	0	0	0	0	0	0	0	0	0
Mir9-1	0	0	0	0	0	0	0	0	0	0
Mir9-3	0	0	0	0	0	0	0	0	0	0
Mir138-1	0	0	0	0	0	0	0	1	0	0
Mir181b-1	0	0	0	3	0	0	0	0	0	0
Mir181c	5	1	0	0	0	2	0	0	0	0
Mir125b-1	1	6	8	7	0	2	0	0	0	0
Mir128-2	0	0	0	0	0	0	0	0	0	0
Mir7-1	13	35	21	19	43	61	7	54	5	16
Mir7-2	0	0	0	0	0	0	0	0	0	0
Mir7b	0	0	0	0	0	0	0	0	0	0
Mir217	0	0	0	0	0	0	0	1	0	0
Mir194-2	1	3	0	0	0	0	0	0	0	0
Mir219a-2	0	0	0	0	0	0	0	0	0	0
Mir361	2	0	0	0	0	0	0	0	0	1
Mir362	0	0	0	0	0	0	0	0	0	0
Mir363	0	0	0	0	0	0	0	0	0	0
Mir365-1	1	0	0	0	0	0	0	0	0	0
Mir375	0	0	0	0	0	0	0	0	0	0
Mir376a	0	0	1	0	0	0	0	0	0	0
Mir377	0	4	0	3	7	0	0	0	0	0
Mir378a	1	4	2	2	4	0	0	0	0	0
Mir379	0	0	0	0	0	0	0	0	0	0
Mir380	0	0	0	0	0	0	0	0	0	0
Mir381	0	0	0	0	0	0	0	0	0	0
Mir382	0	0	0	0	0	0	0	0	0	0
Mir383	0	0	0	0	0	0	0	0	0	0
Mir335	0	0	0	0	0	0	0	0	0	0
Mir133a-2	5	0	5	1	3	0	0	0	0	0
Mir133b	0	0	0	0	0	0	0	0	0	0
Mir181b-2	7	0	2	0	0	0	0	1	0	0
Mir215	0	2	15	1	10	10	1	10	1	1
Mir384	0	0	0	0	0	0	0	0	0	0
Mir196b	0	0	0	0	0	0	0	0	0	0
Mir409	0	0	0	0	0	0	0	0	0	0
Mir410	0	0	0	0	0	0	0	0	0	0
Mir376b	0	0	0	0	0	0	0	0	0	0
Mir411	0	0	0	0	0	0	0	0	0	0
Mir412	0	0	0	0	0	0	0	0	0	0
Mir370	0	0	0	0	0	0	0	0	0	0
Mir425	21	9	14	4	21	18	2	5	13	9
