Genes	neg1	neg2	neg3	neg4	pos_1	pos_2	pos_3	control_1	control_2
Ccno	7	10	15	12	3	6	3	30	6
Mcidas	0	0	0	0	0	0	0	0	0
Cdc20b	0	0	0	0	0	0	0	0	1
Mir449c	0	0	0	0	0	0	0	0	0
Mir449b	0	0	0	0	0	0	0	0	0
Mir449a	0	0	0	0	0	0	0	0	0
Gm10735	0	0	0	0	1	1	0	1	2
Gpx8	13	12	7	21	371	286	71	301	783
Gzma	7	1	5	5	8	21	297	27	111
RP23-150H14.2	0	0	0	0	0	0	0	0	0
RP24-209E3.3	0	0	0	0	0	0	0	0	0
Gzmk	0	0	0	0	42	33	98	57	144
Esm1	9	5	2	8	134	131	282	125	29
RP23-464P12.1	1	0	0	0	265	214	1	20	47
Gm22385	0	0	0	0	0	0	0	0	0
RP24-103F14.1	0	0	0	0	0	0	1	0	1
RP24-103F14.2	0	0	0	0	0	0	0	0	1
RP24-189B1.1	0	0	0	0	0	0	0	0	0
RP24-189B1.2	0	0	0	0	0	0	0	0	0
RP24-189B1.3	3	2	5	2	5	8	12	4	0
Snx18	359	382	272	288	1184	905	727	512	405
Hspb3	0	0	0	0	0	1	0	498	489
RP23-8N10.2	0	0	0	0	0	0	0	0	1
RP23-62M8.1	2	0	0	0	3	0	1	3	1
RP23-62M8.3	0	0	0	0	0	0	0	0	0
RP23-62M8.2	0	0	0	0	0	0	0	0	1
RP23-62M8.4	0	0	0	0	0	0	0	0	0
Arl15	299	217	232	226	857	555	304	177	170
RP24-326I12.11	0	0	0	0	0	0	0	0	0
RP24-326I12.13	0	0	0	0	0	0	0	0	0
RP23-8G7.2	0	0	0	0	0	0	0	0	0
RP23-8G7.4	0	0	0	0	0	0	0	0	1
RP23-8G7.5	4	2	1	0	1	1	0	8	10
Ndufs4	1381	1259	1422	1103	2249	1799	1093	3357	4345
RP23-129J22.3	0	0	0	0	0	0	0	0	0
RP23-129J22.2	0	0	0	0	0	0	0	0	0
Fst	141	16	22	24	165	194	58	121	207
RP23-155B20.2	2	3	0	0	0	0	0	2	2
Gm25950	0	0	0	0	0	0	0	0	0
RP24-472L9.2	0	0	0	0	0	0	0	0	0
RP24-472L9.1	0	0	0	0	0	1	0	0	0
Mocs2	2308	1769	1760	1680	2311	1844	1763	929	1186
Itga2	5	5	1	4	329	28	54	142	52
RP23-218L3.3	0	0	0	0	0	0	0	0	0
Itga1	623	603	417	761	3136	2395	1023	428	541
RP24-476A4.1	1	5	1	2	4	8	4	2	1
Pelo	93	112	77	108	93	86	76	52	44
RP24-476A4.4	75	102	36	113	65	28	67	2	1
Gm25985	0	0	0	0	0	0	0	0	0
RP23-125D7.1	0	0	0	0	0	0	0	0	0
RP23-431G18.1	0	0	0	0	0	0	0	0	0
RP24-84E11.1	325	276	234	227	738	467	683	288	796
RP23-246O1.1	0	0	0	0	0	0	0	0	0
RP23-246O1.2	0	0	0	0	0	0	0	0	0
RP23-62M5.1	0	0	0	0	0	0	0	0	0
Rpl34-ps2	19	18	17	27	69	48	50	99	156
Isl1	0	0	0	0	0	1	0	4	20
RP24-127E11.3	0	0	0	0	0	0	0	0	0
RP24-127E11.4	0	0	0	0	0	0	0	0	0
RP23-73F11.3	0	0	0	0	0	0	0	0	0
RP23-73F11.2	0	0	0	0	0	0	0	0	0
Gm23198	0	0	0	0	0	0	0	0	0
RP23-430J15.2	0	0	0	0	0	0	0	0	0
Parp8	22	12	22	17	846	624	251	254	318
RP24-141J15.1	0	0	0	0	0	0	0	0	0
RP24-67K24.1	0	0	0	0	0	0	0	0	0
RP24-67K24.3	0	0	0	0	0	0	0	7	2
RP24-67K24.4	0	0	0	0	0	0	0	0	0
Emb	44	36	32	60	897	723	195	737	509
Gm17509	0	0	0	0	2	0	0	2	0
RP23-354J3.2	639	645	601	716	1671	1213	1419	1535	1402
RP23-443K24.1	11	0	2	3	2	0	11	0	2
Hcn1	0	0	0	0	0	0	0	1	3
RP23-223B10.2	0	0	0	0	0	0	0	0	0
Gm26349	0	0	0	0	0	0	0	0	0
RP23-277M12.1	0	0	0	1	0	0	0	0	0
Mrps30	418	388	422	314	595	539	357	609	688
B430218F22Rik	0	0	1	1	4	3	1	1	0
RP23-118N11.2	0	0	0	0	0	0	0	0	0
RP24-247J24.1	0	0	0	0	0	0	0	0	0
RP23-118N11.1	0	0	0	0	5	2	0	0	0
RP24-247J24.2	0	0	0	0	0	0	0	0	0
RP24-247J24.4	0	0	0	0	6	2	0	0	0
RP24-247J24.3	0	0	0	0	149	118	0	1	0
Fgf10	0	0	1	0	35	60	0	58	177
RP24-318B2.1	1	0	0	0	1	4	0	0	2
RP23-415J4.2	0	0	0	0	0	0	0	0	0
Gm44488	0	0	0	0	0	0	0	0	0
RP24-171B8.1	0	0	0	0	0	0	0	0	0
Nnt	25	10	10	15	27	18	9	7	5
RP23-444H18.3	0	0	0	0	0	0	0	0	0
Paip1	827	993	680	851	1537	1220	1034	1450	1209
CH36-200G6.4	568	624	759	627	1032	890	642	550	647
CH36-200G6.2	2	0	0	0	0	0	0	0	0
3110070M22Rik	7	8	11	7	23	13	8	7	7
Tmem267	176	308	187	261	564	436	193	256	237
CH25-211A23.3	0	0	0	0	3	2	0	0	0
Ccl28	2	5	4	2	405	224	2	8	2
CH25-211A23.5	0	0	0	0	0	1	0	0	0
CH25-211A23.1	0	0	0	0	0	0	0	0	0
Hmgcs1	6246	1392	4823	1343	11647	8763	10926	1355	1290
RP24-67N17.2	5	2	0	2	0	0	0	0	0
Nim1k	67	22	54	24	84	71	32	33	36
RP24-67N17.5	2	0	1	1	6	2	0	0	1
Zfp131	251	304	234	289	776	572	413	608	377
Gm23308	0	0	0	0	0	0	0	0	0
RP24-413A18.5	0	0	0	0	0	0	0	0	0
RP24-413A18.8	1	3	1	2	4	2	6	11	113
RP24-413A18.7	0	0	0	0	0	0	0	0	0
RP24-413A18.6	1	0	0	0	0	0	0	0	1
Tcstv1	0	0	0	0	0	0	0	0	1
RP24-413A18.4	0	0	0	0	10	2	4	6	25
RP24-413A18.2	1	0	0	0	0	1	0	1	1
RP24-413A18.1	0	0	0	0	7	1	21	14	28
RP24-482L4.1	96	118	52	137	260	145	153	98	50
RP24-482L4.2	4	0	2	3	222	246	1048	545	834
RP24-482L4.5	4	6	8	6	4	6	4	2	0
Gm22108	0	0	0	0	0	0	0	0	0
Gm21370	0	0	0	0	17	11	114	37	64
RP24-482L4.3	3	0	3	3	271	287	1529	666	1002
Gm24798	0	0	0	0	0	0	0	0	0
RP24-482L4.4	16	8	10	10	5	4	10	2	1
RP24-482L4.7	96	118	52	137	261	145	154	99	48
RP24-446P12.2	0	0	0	0	7	2	4	6	23
RP24-446P12.4	1	0	0	0	0	1	0	1	1
RP24-446P12.3	0	0	0	0	0	0	0	2	5
RP24-446P12.1	0	0	0	0	0	0	1	1	0
RP24-218K1.2	1	4	1	2	5	3	6	16	135
RP24-413A18.9	0	0	0	0	0	0	0	0	0
RP24-218K1.1	0	0	0	0	44	12	26	101	232
RP24-218K1.3	3	1	1	4	75	60	181	89	317
RP24-218K1.4	756	710	688	670	1356	1039	1059	1903	2609
Tcstv3	0	0	0	0	0	0	0	0	0
RP24-211P18.6	0	0	0	0	0	0	0	0	0
RP24-211P18.1	0	0	0	0	0	0	0	0	0
RP23-338C22.1	0	1	0	2	26	17	2	16	26
RP24-211P18.2	366	336	274	350	888	646	338	128	159
RP23-338C22.5	0	0	0	0	0	0	0	0	0
RP23-338C22.3	0	0	0	0	4	1	1	10	14
RP23-338C22.4	0	0	0	0	0	0	0	0	0
RP24-97G3.1	0	0	0	0	0	0	0	0	2
RP23-338C22.6	0	0	0	0	0	0	0	0	0
RP23-338C22.2	1	3	0	1	8	7	3	4	11
RP23-338C22.7	38	41	43	42	74	58	32	7	18
RP23-338C22.8	0	0	0	0	0	0	0	0	0
RP23-388I12.4	0	0	0	0	0	0	0	0	1
RP23-388I12.2	0	0	0	1	11	5	5	6	16
RP23-388I12.3	0	0	0	0	0	0	0	0	0
RP23-401J21.1	0	0	0	0	0	0	0	0	0
RP23-401J21.2	0	0	1	1	5	5	5	9	31
RP24-547N23.4	0	0	0	1	12	7	5	17	25
RP24-211P18.4	0	0	0	0	0	0	0	0	0
RP23-401J21.5	0	1	0	1	1	2	1	2	6
RP23-401J21.4	0	0	0	0	0	0	0	0	0
RP23-401J21.3	0	0	0	0	0	0	1	0	0
RP24-547N23.6	0	0	0	0	0	0	0	0	0
RP24-547N23.5	0	0	0	0	0	0	0	0	0
RP24-547N23.1	0	0	0	0	0	0	0	0	0
RP24-547N23.2	0	0	1	1	5	7	5	9	32
RP23-2H19.1	0	0	0	0	0	0	0	0	0
RP23-2H19.2	0	1	0	1	0	1	0	0	3
RP23-2H19.3	0	0	0	0	0	0	0	0	0
RP23-2H19.4	0	0	0	0	0	0	1	0	0
RP23-78D19.6	0	0	0	0	0	0	0	0	0
RP24-366D9.1	0	0	1	0	2	2	4	7	25
RP23-51D4.3	0	0	0	0	0	0	0	0	1
RP24-211P18.5	0	0	0	0	0	0	0	0	0
RP23-51D4.1	0	1	0	0	5	3	2	3	5
RP23-51D4.2	0	0	0	0	0	0	0	0	0
RP23-78D19.7	0	0	0	0	0	0	0	0	1
RP23-45E20.2	0	0	0	0	0	0	0	0	0
RP23-45E20.3	0	0	0	0	5	2	0	8	4
RP23-45E20.4	0	0	0	0	0	0	0	6	5
RP23-45E20.5	0	0	0	0	1	1	0	2	3
RP23-45E20.1	0	0	0	1	5	8	3	5	11
RP23-45E20.6	0	0	0	0	0	0	0	0	0
RP23-45E20.7	0	0	0	0	0	0	0	0	4
RP23-45E20.8	0	0	0	0	10	4	3	12	23
RP23-45E20.9	0	0	0	0	0	0	0	0	0
RP24-426N16.1	0	0	0	0	0	0	0	0	0
RP24-426N16.2	0	0	0	2	20	12	2	9	15
RP24-426N16.3	0	0	0	0	0	0	0	0	0
RP23-227N11.2	0	0	0	0	1	1	0	0	0
RP23-227N11.3	0	0	0	0	0	0	0	0	0
RP23-227N11.4	0	0	0	0	0	0	0	0	3
RP23-227N11.1	0	0	0	0	7	2	1	8	23
RP23-227N11.5	0	0	0	0	0	0	0	0	0
RP24-218O5.1	0	0	0	0	0	0	0	0	0
RP24-218O5.2	0	1	0	0	4	9	2	30	34
RP24-218O5.5	0	1	0	0	5	3	0	9	12
RP24-218O5.3	0	0	0	0	0	0	0	0	0
RP24-218O5.4	0	0	0	0	0	0	0	0	0
RP24-312N10.1	0	0	0	0	0	0	0	0	0
RP24-312N10.2	0	0	0	0	1	1	0	0	3
RP24-243P7.7	0	0	0	0	0	0	0	0	2
RP24-312N10.3	0	0	0	0	1	1	0	1	0
RP24-243P7.1	0	0	0	0	0	0	0	0	0
RP24-243P7.6	0	0	0	0	0	0	0	0	0
RP24-243P7.2	0	0	0	0	0	0	0	0	0
RP24-243P7.3	0	0	0	0	4	2	0	11	6
RP24-243P7.4	0	0	0	0	0	0	0	0	0
RP24-243P7.5	0	0	0	0	0	0	0	0	0
RP24-70M22.1	0	0	0	0	2	3	1	23	31
RP24-70M22.2	0	0	0	0	0	0	0	1	3
RP24-70M22.3	0	0	0	0	4	2	0	4	2
RP24-70M22.4	0	0	0	0	0	0	0	0	0
RP24-70M22.5	0	0	0	0	0	0	0	0	0
RP24-192I1.1	0	1	0	0	5	3	0	6	12
RP23-71L2.6	0	0	0	0	0	0	0	0	2
RP23-71L2.1	0	0	0	0	4	4	3	3	4
RP23-71L2.2	0	0	0	0	0	0	0	0	0
RP23-71L2.5	0	0	0	0	0	0	0	0	0
RP23-71L2.3	0	0	0	0	0	0	0	1	1
RP23-71L2.4	0	0	0	0	0	1	0	1	3
RP24-576O9.1	0	0	0	0	1	1	0	4	4
RP24-576O9.2	0	0	0	1	11	10	4	30	46
RP24-576O9.3	0	0	0	0	0	0	0	0	0
RP24-576O9.4	0	0	0	0	0	0	0	0	0
RP24-80K11.4	0	0	0	0	0	0	0	0	0
RP24-576O9.5	0	1	0	0	1	1	0	2	3
RP24-576O9.6	0	0	0	0	0	0	0	0	0
RP24-576O9.7	0	0	0	1	3	4	3	1	3
RP24-80K11.3	0	0	0	0	0	0	0	0	0
RP24-80K11.2	0	0	0	0	4	2	0	10	13
RP24-80K11.1	0	0	0	0	0	0	0	0	0
RP23-254B9.3	0	0	0	0	1	1	0	0	0
RP23-254B9.4	0	0	0	0	0	0	0	0	0
RP23-254B9.1	0	1	0	1	4	5	0	9	7
RP23-254B9.2	6	12	12	9	20	14	10	0	8
RP23-274E2.1	0	0	0	1	11	13	1	16	15
RP23-274E2.2	0	0	0	0	0	0	0	0	3
RP23-274E2.3	0	0	0	0	0	0	0	0	0
RP23-274E2.4	0	1	0	0	3	3	2	19	25
RP23-274E2.7	0	0	0	0	0	0	0	0	0
RP23-274E2.5	0	0	0	0	0	0	0	0	0
RP23-274E2.6	0	0	0	0	3	4	3	1	3
RP23-97D14.1	0	0	0	0	0	0	0	0	0
RP23-274E2.8	0	0	0	0	0	0	0	0	0
RP23-97D14.7	0	0	0	1	12	13	1	16	17
RP23-97D14.2	0	0	0	0	0	0	0	0	0
RP23-97D14.3	0	0	0	0	0	0	0	0	0
RP23-97D14.4	0	0	0	0	1	1	0	0	0
RP23-97D14.5	0	1	0	1	7	5	0	8	8
RP23-97D14.6	6	12	12	9	20	14	10	0	8
RP23-97D14.8	0	0	0	0	0	0	0	0	0
RP23-460G24.4	0	0	0	0	0	0	0	0	3
RP23-460G24.3	0	0	0	0	0	0	0	0	0
RP23-460G24.1	0	0	0	0	6	3	0	5	0
RP23-460G24.2	65	69	74	67	121	93	57	15	26
RP24-211P18.3	0	0	0	0	1	0	0	0	0
RP23-314N18.5	0	0	0	0	0	0	0	0	0
RP23-314N18.4	0	1	0	0	4	2	1	4	5
RP23-314N18.3	16	24	22	19	49	37	23	2	11
RP23-314N18.2	0	0	0	0	1	0	0	0	0
RP24-152K24.6	0	0	0	0	0	0	0	0	0
RP23-314N18.1	0	1	0	0	16	9	1	11	14
RP24-152K24.5	536	484	424	482	1234	936	468	196	225
RP24-152K24.4	0	0	0	0	0	0	0	0	0
RP24-152K24.3	0	0	0	0	0	0	0	1	4
RP24-152K24.2	0	0	0	0	6	5	2	7	33
RP24-152K24.1	0	0	0	0	0	0	0	0	0
RP24-152K24.7	0	0	0	0	0	0	0	1	0
RP24-122P17.9	0	0	0	0	0	0	0	0	0
RP24-122P17.7	0	0	0	0	1	1	0	0	0
RP24-122P17.4	0	0	0	0	0	0	0	0	0
RP24-267P9.1	0	0	0	2	35	27	2	12	21
RP24-122P17.2	0	0	0	0	0	0	0	0	0
Gm3618	0	0	0	0	0	0	0	0	0
RP23-188F24.7	0	0	0	0	0	0	0	0	2
RP23-188F24.5	0	0	0	0	0	0	0	0	0
RP23-188F24.3	0	0	0	0	5	2	2	1	3
RP23-188F24.2	0	0	1	0	6	9	4	39	60
RP23-188F24.6	0	0	0	0	0	0	0	0	0
RP23-80K12.1	0	0	0	0	4	2	0	4	2
RP23-368D4.2	0	0	0	0	5	3	1	13	10
RP23-368D4.1	0	0	0	0	0	0	0	0	0
RP23-368D4.3	0	0	0	0	0	0	0	0	1
RP23-368D4.5	0	0	0	0	0	0	0	0	2
RP23-368D4.4	0	0	0	0	0	0	0	0	0
RP23-198H15.3	0	0	0	0	5	3	1	3	2
RP23-198H15.2	0	1	1	0	10	10	4	51	83
RP23-198H15.1	0	0	0	0	0	0	0	0	0
RP23-390C6.2	0	0	0	0	1	1	0	2	0
RP23-390C6.1	0	0	0	0	4	2	1	15	10
RP23-304L22.7	0	0	0	0	0	0	0	0	0
RP23-304L22.4	0	0	0	0	0	1	0	0	0
RP23-304L22.6	0	0	0	0	0	0	0	0	0
RP23-304L22.3	0	0	0	0	4	2	1	5	14
RP23-304L22.2	0	0	0	0	0	0	0	0	0
RP23-304L22.5	0	0	0	0	0	0	0	0	0
RP23-304L22.1	0	0	0	2	15	14	1	8	13
RP23-9D13.6	0	0	0	0	1	1	0	3	3
RP23-9D13.5	0	0	0	0	17	16	1	11	17
RP23-9D13.4	0	0	0	0	1	1	0	3	3
RP23-9D13.2	0	0	0	0	5	5	0	0	1
RP23-9D13.3	616	569	487	578	1342	1034	524	226	249
RP23-9D13.1	0	0	0	0	0	0	0	0	0
RP23-303C8.6	0	0	0	0	2	2	4	5	25
RP23-303C8.5	0	0	0	0	0	0	0	0	0
RP23-303C8.4	0	0	0	0	0	0	0	0	0
RP23-303C8.7	0	0	0	0	0	0	0	0	0
RP23-303C8.2	0	0	0	0	0	0	0	0	1
RP23-303C8.3	0	0	0	0	0	0	0	0	0
RP23-303C8.1	1	0	0	0	3	3	3	1	4
RP23-78D19.4	0	0	0	0	9	2	4	4	18
RP23-78D19.3	0	0	0	0	0	0	0	0	0
RP23-188F24.1	0	1	0	3	6	7	3	9	11
RP23-78D19.5	38	41	43	42	74	58	32	7	18
RP23-78D19.2	0	0	0	0	0	0	0	0	0
RP23-78D19.8	0	0	0	0	0	0	0	0	0
Gm10128	0	0	0	0	1	0	1	1	2
RP24-532L14.2	0	1	0	1	2	3	2	1	3
RP24-532L14.3	0	0	0	0	0	0	0	0	1
Gm26661	0	0	0	0	0	0	0	0	0
RP24-532L14.1	0	0	0	0	1	0	0	1	0
Flnb	2212	2334	1332	1987	2489	1800	1189	241	408
RP23-413F14.3	0	0	0	0	0	0	0	0	0
Dnase1l3	889	681	582	686	118	80	1114	176	1191
Abhd6	1021	846	787	977	615	451	276	160	270
Rpp14	264	292	219	283	635	469	306	621	531
Pxk	519	508	389	498	1120	845	712	238	367
Pdhb	2443	2884	2296	2842	3675	2983	1604	5103	6304
Kctd6	212	225	195	157	438	362	212	230	218
Acox2	6884	4602	4504	4889	2568	1751	3710	36	7
Fam107a	14	7	1	9	2319	1716	4	83	58
Oit1	0	1	0	0	60	13	0	3	40
RP24-111B7.5	1	1	0	0	11	6	0	0	0
RP23-189B14.1	0	2	0	1	2	5	24	22	12
RP23-466M3.1	2	0	4	3	37	33	3	1	12
RP23-239P22.1	0	0	0	0	1	0	0	0	0
RP23-239P22.3	0	0	0	0	0	0	0	0	0
RP23-239P22.2	355	313	282	332	956	806	830	519	467
RP24-246K16.2	0	0	0	0	0	0	0	0	0
RP24-246K16.1	0	0	0	0	0	0	0	0	0
RP23-145L1.1	0	0	0	0	0	1	0	0	2
RP23-245H23.1	0	0	0	0	0	0	0	1	0
Fhit	39	71	59	46	167	150	55	29	54
RP23-385M5.1	0	0	0	0	0	0	0	0	0
Mnd1-ps	17	8	11	12	1	6	6	11	16
RP24-106J1.2	0	0	0	0	0	0	0	0	0
RP24-106J1.1	0	0	0	0	0	0	0	0	0
RP23-454M13.1	0	0	0	0	0	1	0	0	0
RP23-218C24.1	0	0	1	0	0	0	0	0	0
Gm22053	0	0	0	0	0	0	0	0	0
Fhitos	0	0	0	0	0	0	0	0	0
RP24-78I22.2	0	0	0	0	0	0	0	0	0
Slc25a5-ps	66	56	44	50	197	140	109	22	38
RP23-255D19.2	3	2	4	2	2	2	5	4	11
RP23-255D19.1	115	119	378	106	10	9	155	17	38
Mir5124b	0	0	0	0	0	0	0	0	0
Gm25466	0	0	0	0	0	0	0	0	0
RP24-189A10.1	0	0	0	0	0	0	0	0	0
RP24-189A10.2	0	0	0	0	0	0	0	0	0
RP24-189A10.4	0	0	1	1	0	0	0	0	0
RP24-189A10.3	0	0	0	0	0	0	0	0	0
Ptprg	583	445	332	316	1032	907	403	323	328
RP23-126N4.1	0	0	2	0	0	0	0	0	0
RP23-126N4.2	0	1	0	1	0	0	1	0	0
RP23-126N4.3	5	2	6	3	7	2	2	8	9
RP23-110O23.1	0	0	0	0	0	0	0	0	0
RP23-110O23.3	0	0	0	0	0	0	0	0	0
RP23-71L21.2	1	0	0	0	3	1	0	0	0
RP24-315N18.1	169	198	242	143	576	471	360	263	373
RP23-71L21.1	0	0	0	0	3	5	0	0	0
Gm24578	0	0	0	0	0	0	0	0	0
Fezf2	0	0	0	0	0	0	0	0	0
Cadps	0	0	0	0	10	0	0	3	9
RP23-71L21.7	0	0	0	0	1	0	0	0	0
RP23-71L21.6	0	0	0	0	0	0	0	0	0
n-R5s45	0	0	0	0	0	0	0	0	0
RP23-249J17.1	9	8	7	5	11	15	15	11	17
RP24-193A14.1	1	3	3	1	4	3	1	0	8
RP23-106K9.2	0	0	0	0	0	0	0	0	0
RP23-106K9.5	31	29	36	30	44	42	16	80	71
RP23-277C14.2	0	0	0	0	0	0	0	0	0
RP23-277C14.1	0	0	0	0	0	0	0	0	0
RP23-204F4.1	0	0	0	0	0	0	0	0	0
Synpr	0	0	0	0	2	2	0	1	4
RP23-428J22.1	0	0	0	0	0	0	0	0	0
Sntn	0	0	0	0	0	0	0	0	0
RP23-254P19.3	4	6	5	1	5	6	9	11	10
Gm27506	0	0	0	0	0	0	0	0	0
RP23-254P19.2	0	0	0	0	0	0	0	0	0
RP24-530O2.1	0	0	0	0	0	0	0	0	0
Gm25964	0	0	0	0	0	0	0	0	0
RP24-530O2.2	1	2	1	2	6	2	0	0	1
Thoc7	653	699	749	616	1778	1498	786	1562	1383
Atxn7	535	515	366	538	826	663	495	416	273
Psmd6	1391	1458	1352	1399	1920	1409	1335	2400	2733
RP24-81I13.2	0	0	0	0	0	0	0	0	0
Olfr720	0	0	0	0	0	0	0	0	0
RP24-81I13.3	1	0	0	0	2	1	1	1	0
RP24-81I13.4	0	0	0	0	0	0	0	0	0
RP23-386E7.1	0	0	0	0	0	0	0	0	0
RP24-236L7.3	0	0	0	0	0	0	0	0	0
RP24-236L7.5	1	0	2	0	0	1	0	1	4
RP24-236L7.4	0	0	0	0	0	0	0	0	0
Olfr31	0	0	0	0	0	0	0	0	0
RP24-236L7.6	0	0	0	0	0	0	0	0	0
Il3ra	20	17	35	18	27	31	69	125	241
RP24-236L7.8	0	0	0	0	0	0	0	0	1
Olfr721-ps1	0	0	0	0	0	0	0	0	0
RP24-87B5.1	1	0	2	0	0	0	0	0	0
RP24-87B5.2	0	0	0	0	0	1	0	0	0
RP24-87B5.3	23	10	12	24	36	29	31	7	25
RP23-386E7.3	0	0	0	0	0	0	0	0	0
RP23-386E7.2	0	0	0	0	0	0	0	0	0
RP23-386E7.4	0	0	0	0	0	0	0	0	0
Slc4a7	194	166	125	178	592	260	424	207	172
Nek10	0	0	0	0	16	0	0	0	2
RP23-100O3.2	0	0	0	0	1	0	4	1	2
RP23-100O3.3	0	0	0	0	0	0	0	0	0
RP23-298D14.3	0	0	0	0	0	0	2	0	0
RP23-298D14.2	0	0	0	0	0	0	0	0	0
RP23-298D14.1	0	0	0	0	0	0	0	0	0
RP23-298D14.4	0	0	0	0	0	0	0	1	0
RP23-298L3.1	0	0	0	0	1	0	2	1	0
RP23-298L3.3	0	0	2	2	2	3	5	2	0
RP23-298L3.2	0	0	0	0	0	0	0	0	0
Lrrc3b	0	0	0	0	10	20	0	12	14
RP23-2H7.2	0	0	0	0	0	1	0	0	0
RP23-2H7.3	0	0	0	0	1	0	0	0	1
RP23-2H7.4	0	0	0	0	0	0	0	0	0
RP23-203C5.2	0	0	0	0	0	0	0	1	6
RP23-203C5.1	0	0	0	0	0	0	0	0	0
RP24-545I9.1	0	0	0	0	0	0	0	0	0
RP24-545I9.2	3	6	4	7	16	17	7	2	5
RP23-383A19.1	0	0	0	0	0	0	0	0	2
RP23-383F20.2	1	0	0	0	0	0	1	1	1
RP23-383F20.3	0	0	0	0	0	0	0	0	1
Oxsm	802	674	693	678	872	637	643	225	183
RP23-383F20.4	3	9	6	5	18	11	11	3	8
Ngly1	881	692	554	776	1463	1128	925	1132	828
RP23-383F20.5	3	3	1	0	3	3	2	3	4
RP23-383F20.7	2	2	1	4	5	3	3	6	13
RP23-383F20.6	50	32	44	48	67	46	46	17	3
RP24-172H10.3	7	6	11	6	2	0	5	0	3
Top2b	1150	989	735	891	1746	1259	1252	1220	1131
Rarb	136	45	47	37	347	206	166	136	121
RP23-195D3.3	0	0	0	0	0	0	0	0	0
RP23-447I12.1	2	0	0	0	1	1	0	0	2
RP23-363H23.1	128	114	123	86	115	95	87	225	447
RP24-122H16.2	0	0	0	0	0	0	0	0	0
RP24-122H16.3	0	0	0	0	0	0	0	0	0
Thrb	881	910	506	904	893	646	553	188	185
RP23-139D15.2	0	0	0	0	0	0	0	0	0
Gm24140	0	0	0	0	0	0	0	0	0
RP24-314G22.2	0	0	0	0	0	0	0	0	0
Gm27851	0	0	0	0	0	0	0	0	0
RP23-311B8.3	0	0	0	0	0	0	0	0	0
RP23-311B8.2	0	2	0	0	0	0	0	0	1
RP23-26P21.2	0	0	0	0	0	0	0	0	0
Gm44469	0	0	0	0	0	0	0	0	0
Nr1d2	1764	2099	1843	1913	3400	2565	1092	2025	1132
RP23-26P21.3	0	0	0	0	1	0	0	0	1
Rpl15	4317	4464	4297	3847	6989	5155	5364	5539	9550
Nkiras1	489	470	457	459	689	558	344	847	810
Ube2e1	632	457	464	448	1473	1107	780	1360	1283
Gm22350	0	0	0	0	0	0	0	0	0
RP23-78F5.1	334	119	333	108	116	95	373	130	233
RP23-78F5.2	3	11	6	12	6	9	13	3	2
Ube2e2	278	199	204	197	186	152	302	94	205
Gm22499	0	0	0	0	0	0	0	0	0
RP23-286K8.1	0	0	0	0	0	0	0	0	0
RP23-344J14.1	0	0	0	0	0	0	0	0	0
RP23-344J14.2	0	0	0	0	0	0	0	0	0
RP23-344J14.3	0	0	0	0	0	0	0	0	0
RP23-221K13.3	0	0	0	0	1	0	1	0	0
RP23-221K13.4	0	0	0	0	0	0	0	0	0
RP23-221K13.5	0	0	0	0	0	0	0	0	0
RP23-221K13.6	0	0	0	0	0	0	0	0	0
RP23-221K13.7	0	0	0	0	0	0	0	0	0
RP23-221K13.1	0	0	0	0	0	0	0	0	0
RP23-221K13.2	0	0	0	0	0	0	0	0	0
RP23-10M2.1	2	3	0	1	3	1	1	0	0
RP23-10M2.2	0	0	0	0	0	0	0	0	0
RP23-10M2.3	0	0	0	0	0	0	0	0	0
RP23-10M2.4	0	0	0	0	0	0	0	0	0
RP24-378G3.1	6	5	4	8	20	23	13	14	13
RP24-378G3.2	0	0	0	0	1	0	0	0	0
Gm21738	0	0	0	0	0	0	2	1	0
RP24-216A12.6	0	0	0	0	0	0	0	0	0
RP24-216A12.9	0	0	0	0	0	0	0	0	2
RP24-216A12.4	0	0	0	0	0	0	0	0	0
RP24-216A12.10	0	0	0	0	0	0	0	0	0
RP24-216A12.3	0	0	0	0	4	3	2	1	3
RP24-216A12.2	1	0	1	2	15	11	9	39	51
RP24-216A12.1	0	0	0	0	0	0	0	0	0
RP24-216A12.12	0	0	0	0	0	0	0	0	0
RP24-216A12.11	0	0	0	0	0	0	0	0	0
AC174797.1	0	0	0	0	0	0	0	0	0
RP24-216A12.13	0	0	0	0	0	0	0	0	0
RP23-55L3.1	0	0	0	0	0	0	0	0	0
RP23-55L3.2	0	0	0	0	0	0	0	0	0
RP23-55L3.3	0	0	0	0	0	0	0	0	1
Nid2	130	102	71	100	317	301	249	127	216
RP23-55L3.5	1536	1382	1497	1263	2525	1942	1789	3099	4034
RP24-80P9.2	0	0	0	0	6	4	0	0	0
RP24-80P9.3	0	0	0	0	0	0	0	0	0
Gng2	28	22	19	30	261	253	543	403	649
RP23-111N17.1	0	0	0	0	0	0	0	0	0
Saysd1	254	234	201	247	206	178	194	165	253
Kcnk5	394	500	548	525	2402	1734	420	65	64
RP23-111N17.4	0	0	0	0	0	0	0	0	0
Gm24912	0	0	0	0	0	0	0	0	0
RP23-244I11.1	0	0	0	0	0	0	0	19	7
RP23-244I11.2	0	0	0	0	0	0	0	0	0
Kcnk16	0	0	0	0	0	0	1	1	0
Nudt13	257	217	285	168	364	300	267	300	386
