Geneid	Length	genome_mapping/Control1.rn6.sorted.bam
Aadac	1645	0
Gstm3l	657	0
Ccr1	1849	205
Parva	1119	670
Tmem27	1183	5
Tmsb10	472	10120
Rpl35a	348	0
Mpp4	2199	22
Fzd1	4399	563
Nt5e	2803	1615
Asl	2075	490
Tgfb1	1457	1794
Nxf1	2234	1780
Prl8a4	914	0
P3h4	2440	558
Rpa2	1414	394
Ptges	1254	181
Dclk1	11461	8588
Milr1	1639	345
Ltbp2	6452	1529
Ltbp1	6236	1039
Mb	947	5
Ntrk1	2623	15
Aipl1	1579	5
Hand1	1072	0
Kmo	1704	62
Slc9a3r1	1492	1053
Ninj2	890	213
Dbil5	562	27
Ago2	2588	245
Mcpt8	841	9
Gja4	1590	221
Chga	1883	666
Ltb4r	1056	1
Phlpp1	6121	2226
Hcn4	3944	159
Syt7	1440	126
Ip6k2	1812	662
Rgs19	1291	483
Pold1	3321	427
Nucb2	1617	1032
Dnase2b	1480	21
Trdn	4226	2
Nat8f1	2152	0
Ghrl	500	11
Bmp15	1441	11
Gdf9	1388	0
Tcam1	1647	0
Shank3	7179	478
Psgb1	1600	0
Camk2n2	347	133
Nxph3	1082	37
Nxph4	1555	47
Epb41l1	8144	2652
Negr1	1808	172
Adcy10	5160	29
Erbb4	4030	128
Kcnk1	2530	259
Ereg	834	1
Rapgef3	3355	1342
Twist2	1183	28
Smad5	1685	449
Sik1	2644	351
Arhgef1	3159	2294
Synpo	2678	512
Serpinb2	1925	1
Kcnv1	2303	2
F13a1	3468	1180
Mark2	2557	836
Neurog3	1475	0
Ppp3r2	739	5
Atxn3	3066	410
Akap14	1852	7
Ptma	1163	6222
Cep78	2437	148
Nr5a2	1931	8
Cd14	1505	1122
Nr1h4	2069	1
Mapk12	1666	249
Acrv1	827	0
Nsf	2751	2520
Birc2	2892	1113
Pga5	1333	0
Nop58	1956	1031
Plrg1	1758	626
Lin7b	624	36
Lypd3	1637	18
Col5a3	6052	1861
Tsn	959	592
Arfip1	1713	667
Rbck1	2331	1056
Copb2	2298	2491
Pgrmc1	1836	2038
Nrxn1	5158	1074
Sult1d1	2151	109
Olig1	2143	3346
Trpc3	3420	69
Cdkl3	1731	42
Fhit	574	83
S1pr5	2171	1256
Ecel1	7756	924
Il5	399	0
Jun	3092	2730
Junb	1785	955
Mycs	1293	0
Nos3	3953	517
Hist1h2aa	393	0
Hist3h2a	1553	272
Gabra6	1362	0
Kitlg	5360	855
Mcl1	1372	1868
Vapb	732	718
Glp2r	1653	8
Rfng	1005	333
Bcl2l2	3521	1290
Lin7c	594	300
Kcnt1	3714	600
Tsc1	3492	520
Crx	900	0
Htr1f	1401	6
Gnb3	1556	37
Matk	1631	567
Olr1654	942	0
Hspa2	2501	3075
Sprr1a	812	48
Batf3	399	39
Fgf16	624	1
Cttn	2919	1372
Stx7	2078	959
Timp2	1661	6641
Clip2	4829	3067
Fxyd6	1766	1025
Fxyd7	714	274
Rhox5	636	8
Prl6a1	1151	0
Myo5a	5603	2458
Hk3	3027	1225
Aqp6	1309	0
Fgf7	693	38
Top2a	4968	2156
Cask	3493	533
Pik3r2	3111	1277
Nrbf2	1758	82
Plk3	2389	449
Robo1	4956	777
Htr3b	1346	2
Acan	6938	380
Syt6	1710	47
Acaca	6832	1543
Il1rn	1915	471
Ivl	1713	0
Lif	609	30
Fos	1589	650
Clcn4	4333	1117
Dusp4	1188	28
Grm8	2793	13
Exoc5	2677	909
Cxcr4	1708	784
Unc5a	2697	80
Unc5b	2838	1212
Gtf2a1	1134	285
Ppp2r2b	2471	759
Max	483	463
Fgf5	801	5
Insrr	4997	54
Pik3r3	1385	181
Cxcl6	392	7
Gpd1	2824	12712
Gpr20	1058	7
Amph	2041	395
Cmklr1	2530	1176
Fut4	3962	265
Gulo	2159	5
Mmp8	1401	104
Prlh	252	0
Fgf14	744	20
Pter	2085	369
Htr1b	1161	29
Lgmn	1819	19523
Asic5	1885	1
Ugt2a1	1524	0
Hspd1	2227	3185
Stc2	909	25
Xiap	2469	548
Dnajc3	1515	794
Asic4	2628	59
Kcne3	1158	40
Pde10a	3399	105
Abcb9	3273	281
Nmu	708	17
A4galt	1652	2
Ptgdrl	1314	1
Fam129a	3633	501
Hibadh	1753	1305
Cyb5a	740	1550
Rad50	4437	858
Pdcl	2299	443
Dusp12	1275	143
Khdrbs3	1563	562
Qtrt1	1408	113
Enpep	3819	432
Slc33a1	1970	596
Pag1	1304	137
Gpr85	2717	166
Gpr173	1120	14
Btc	611	17
Masp1	5111	374
A1bg	1694	1
Cd244	1352	75
Casp7	2244	297
Bspry	2185	333
Tsnax	2265	2810
Cabs1	1473	0
Kit	3819	313
Pdcd4	1410	1539
Ctgf	2335	4404
Ccnd2	1414	572
Pygl	2712	538
Cd55	1836	367
Slc22a4	1466	138
Fbxl20	831	176
Aldh9a1	2338	926
Birc5	878	353
Nmur2	3305	40
Gcnt1	4989	465
Casp8	2003	223
Glrx	1246	1146
Mre11a	2130	322
Lrat	5329	46
Abcc1	4979	645
Dlg2	2986	300
Guca2b	526	0
Hapln2	1384	2687
Vps33b	2460	357
Slc26a1	3391	79
Csnk1g1	1648	34
Snx16	2138	232
Tnmd	1334	5
Npffr1	1307	1
Kcnk12	1891	20
Kcnk13	2032	155
Adgrl4	4219	862
Xylt2	3361	846
Ddah1	2687	1273
Tuba1a	1617	8783
Basp1	1013	838
Pi4ka	6579	2454
Necab1	1197	80
Card9	1842	369
Tfec	1621	133
Stat5b	2667	546
Pcna	1160	2273
Pde4dip	6970	2668
Cap1	2562	7483
Ascl1	1491	38
Arl1	893	927
Mafg	1615	554
Pafah1b2	1963	2054
Fxyd4	1362	0
Dhcr7	2735	759
Qdpr	1298	7017
Pttg1	713	374
Insig1	2420	882
Clec10a	1488	771
Safb	3102	1460
Pmpcb	1569	1131
Gng11	1803	84
Slc25a11	945	1019
Calr	1865	13225
Bcat2	1544	593
Rplp0	1092	20807
Tdo2	1687	2
Mlst8	3601	390
Aldh1a1	2088	395
Acvrl1	3504	550
Pvalb	538	169
Ftl1	913	16082
Crip2	1154	2506
Ppt1	1279	3568
Cox7a2	479	275
Rpl36	364	1985
Rhd	1492	61
Rpl31	439	4356
Prkcz	2661	1030
Mthfd1	3333	1011
Smn1	1224	372
Rpl4	1387	13741
Pfn1	818	5159
Acads	1748	596
Sult1b1	1227	5
Rpl27	451	2695
Rpl24	530	4557
Arf1	897	3765
Serpina1	1579	34
Oat	2148	1546
Casp2	3352	746
Cd151	1642	1484
Srpx	1825	326
Gpx3	1555	2938
Dap	1591	2746
Hif3a	2059	107
Mrpl23	540	406
Prl7a3	847	6
Des	2160	444
Pllp	1476	3836
Tcn2	1961	2773
Ppib	838	4031
Prl8a7	967	0
Plpp1	1275	1500
Metap2	1838	925
Prdx3	1417	1184
Timm8b	488	1017
Rhob	2150	6961
Ccdc80	4097	2495
Defb4	421	0
Prpsap1	1696	803
Dapk3	1515	588
Aldh1l1	2803	495
Zmat3	7393	1139
Lgals7	511	2
Insl6	743	1
Txnrd2	1985	335
Npff	443	48
Entpd1	4125	474
Mta1	2619	1307
Tspan2	3835	2863
Slc5a2	2254	11
Tep1	8194	2718
Tkt	2082	7591
Ech1	1097	2047
Pdap1	1221	1929
Golga2	4330	2154
Ctsb	1943	93895
Cnbp	1642	5143
Synj2bp	5811	1154
Adcy5	4850	1143
Pnpo	2051	936
Pim3	1800	888
Fgfbp1	1083	1
Esm1	2085	650
Hpse	3095	258
Ilkap	1318	540
Sec14l3	1558	0
B3gat2	1977	65
Icos	2042	111
Il12b	1006	0
Bcl2l11	5091	455
Inhbc	1982	0
Top1	2304	843
Akap6	8824	1804
Spef2	5365	35
Bard1	2450	198
Fzd4	6849	380
Slc22a23	6656	2336
Phka1	4359	466
Prkab2	1745	171
Nphs1	5803	2
Bbox1	1157	35
Wnt5a	5422	327
Slit2	7135	555
Galp	681	0
Lst1	438	330
Nat8	779	0
Vax1	1011	1
Vax2	879	2
Chrna10	2170	0
Hist1h2ba	470	1
Hist1h2bl	378	3
Alpi	2226	0
Grm4	3279	89
Slco2a1	3392	758
Mog	1575	3500
Scg2	2291	1797
Sct	405	8
Onecut1	2350	1
Rps14	492	2946
Mecp2	1714	256
H2afz	802	2144
Fkbp1b	327	95
Ppp1r1a	1550	269
Zic1	1344	410
Zbtb18	1569	481
Akp3	1677	1
Cul5	2704	493
Bid	1034	327
Rem2	1810	13
Hist1h4b	1296	322
Hes3	957	0
Snap23	2378	840
Ube2g1	1950	921
Exoc7	2085	576
Rab5a	647	487
Sh3bp4	5027	860
Snd1	3449	3782
Ntsr2	1526	916
Hand2	678	1
Rpl28	1539	4900
Bad	1001	510
Rpl30	464	959
Arl3	768	656
Flot1	1700	2258
Taok2	4282	1701
Sgta	1214	1506
Mbl2	869	0
Olah	1516	18
Gabarapl2	1593	722
Pln	2254	30
Pip	557	0
Pde1b	1831	294
Srd5a2	1756	2
Tfrc	4787	2955
Tgm4	2868	186
Crhr2	1627	14
Mvp	2757	2388
Grin2d	5253	158
Trim17	1675	23
Nucks1	1713	656
P2ry12	1251	827
Prl8a2	873	0
Pgr	3043	10
Dmbt1	3394	146
Dpp6	2818	713
Aldh5a1	5434	813
Pdx1	1372	0
Slc30a1	2610	601
Fabp9	556	0
Csnk1g3	3779	1034
Nab1	4525	1101
N5	2160	4
Foxq1	2634	50
Crisp3	1496	18
B4galnt1	2238	193
Unc13a	4858	579
Ireb2	3297	903
Cplx1	2068	2881
Gphn	3127	855
Slc13a3	3179	1055
Map1lc3b	1744	3991
Pcdh8	2919	59
Nolc1	3610	1710
Grm6	4424	4
RT1-M3-1	1322	344
Tpi1	1448	2565
Tspy1	1236	0
F2	1983	1
Ptprq	7396	0
Galnt7	2203	336
Mid1	2262	56
Grk4	1997	167
Chrna9	1931	0
Rims3	1561	75
Dnaja1	1610	2493
Aoc1	2765	1
Ephx2	1992	282
Doc2a	1447	49
Htr7	1493	3
Stx12	2313	2664
Pdzd2	8292	404
Bche	1878	87
Mertk	3024	989
Lcn1	699	0
Clpb	2142	678
Sfxn3	2681	1435
Rpl14	716	5239
C1galt1	1403	195
Ppp1r10	4151	1159
Ap2s1	772	2098
Slit1	4949	202
Fat2	14509	32
Megf6	5516	449
Barhl2	1567	11
Pik3c3	3103	762
Rassf9	1785	128
Aqp9	1718	78
Vps33a	1925	800
Adgrl1	5564	1355
Tmeff1	2482	557
Rhag	2145	6
Dpysl5	4845	392
Dync2h1	13312	618
Cyp2j4	1933	107
Agap2	4884	584
Trnau1ap	727	373
Epas1	2732	5047
Gabre	2999	9
Myo1c	3789	2456
Atp5f1a	1848	10140
Abo3	1036	0
Mgat5	2623	351
Kcnk10	3057	45
Nup62	2370	1153
Gpr27	1134	25
Nmur1	1705	2
Vti1a	585	197
Mug1	4620	0
Aacs	3191	571
Rab7a	2087	5292
Sebox	567	0
Npvf	588	0
Cd200r1	984	143
Kcna6	6696	2345
Scamp2	2331	2543
Gucy1a2	2657	37
Arhgef9	3402	472
Impg1	2826	1
Adamts4	3339	2310
Kcnmb4	1012	95
Fgf20	639	0
Pdgfd	1327	89
Cdx2	2049	0
Gapdhs	1420	8
Cybb	1713	1236
Kcns2	1619	3
Gfra4	1008	12
Npy2r	1147	21
Lpar3	2346	20
Trpv4	3211	134
Drp2	3140	1200
Arl6ip5	567	1055
Ido1	1224	0
Synpr	1586	148
Wdr7	4467	960
Prx	4626	1919
Golph3	2506	1797
Per3	3504	850
Apaf1	6112	648
Npffr2	1254	4
Csf1	3953	1853
Arhgef11	4584	1440
Trib1	1972	365
Birc3	2619	126
Zfp354c	1683	195
Senp2	1808	389
Six3	1565	2
Prkaa2	2652	93
Tas2r119	1008	0
Tas2r118	900	0
Tas2r107	927	0
Tas2r114	930	0
Tas2r121	918	0
Tas2r13	945	0
Tas2r105	930	0
Camkv	3615	265
Mrs2	1949	271
Secisbp2	3240	552
Odf1	934	1
Gadd45a	1213	1013
Nsg1	1612	1537
Dcn	1616	9666
Dctn1	4411	5735
Ddt	607	894
Faah	3526	104
Hap1	3610	873
Limk2	3455	1117
Lcn5	718	0
Hivep2	9634	1153
Gng7	2898	217
Chp1	2511	809
Nrgn	1373	175
Duox2	5662	13
Mepe	1655	82
Slc27a5	2260	16
Pigm	3698	0
Fgr	2499	609
Fgfr1	2469	3930
Evl	1847	1002
Apex1	1213	982
Arf5	1057	1515
Arf2	2179	1139
Arf4	1603	4402
Arf6	1149	1291
Fdxr	1786	139
Asic1	3771	561
Anxa4	1958	2735
Anxa6	2625	5920
Cfi	2010	17
Dck	944	128
Dab2	3155	5271
Cyba	698	2077
Dnajc5	934	694
Fabp3	651	155
Stmn3	1022	1774
Ak1	1870	314
Hoxa4	1515	0
Hspa8	2100	2
Mst1	2222	6
Plcb4	5272	804
Chrna4	2129	79
Axin2	3106	278
Gch1	1016	159
Htt	13189	2349
Notch2	10722	3447
Hif1a	3681	3987
Hes1	1414	168
Ndst1	4044	1071
Arntl	2979	403
Prmt1	1201	921
Hr	5617	843
Htr6	1925	5
Ncs1	1768	393
Frk	4575	179
Fstl1	2265	5395
Gabrg3	1638	38
Slc6a1	4045	3601
Slc6a11	1935	227
Galnt1	1828	1554
Mtpn	1314	1856
Gdf10	2205	86
Gja3	1578	1
Gng5	1393	448
Grid1	3466	341
Grid2	4618	241
Gucy2e	3537	12
Gk	4107	314
Serpind1	2083	3
Hes5	592	5
Thoc6	1450	376
Hhex	1602	229
Hmgcl	1391	464
Nr4a1	2490	556
Hpgd	1679	13
Hsd17b2	1267	0
Hsd17b4	2584	2492
Hsf1	2415	519
Htr3a	2002	26
Htr5b	2218	2
Abca2	8028	12713
Abi1	3005	1830
Aco2	3262	6066
Aspa	1540	1434
Adamts1	4371	2253
Avil	3014	75
Akap4	2585	1
Atf4	1410	2997
Adra1d	2944	95
Alas1	2119	895
Chrna1	1848	6
Acvr1	1780	335
Grpel1	960	671
Cdk5rap3	1866	1579
Zbtb10	3837	84
Sost	669	1
Rabep2	2189	533
Cyb5b	2724	1222
Gpx1	910	7511
Lrp2	15437	134
Gpc1	3493	3715
Grk5	2308	636
Luzp1	7472	1195
Fabp7	602	5326
Ifitm2	630	2493
Slc16a3	2118	422
Serp1	2427	2786
Erap1	5025	1770
Slc21a4	2747	0
Slco1a5	2765	0
Syt13	1281	150
Slc26a5	2235	6
Nptxr	4855	1822
Itga7	3892	718
Stxbp5	3947	1156
Ica1	1886	232
Cxcl1	933	36
Grb2	2581	1144
Emp3	729	1711
Bst1	1407	233
Bmpr1a	3150	1176
Bhmt	1866	2
Bdkrb1	1312	7
Mia	571	32
Lat	1188	42
Cnmd	1402	42
Lrrn3	3084	231
Smad7	4297	646
Mdk	423	314
Mef2d	2138	709
Mgat1	2546	1160
Marcksl1	1540	227
Msn	2097	6289
Mtr	4481	422
Myoc	2043	680
Nf1x	1432	753
Nfkbib	1399	332
Nov	1451	445
Nrp2	3341	1415
Ogg1	1251	173
Pde1a	2080	215
Pdk2	2145	2015
Pfn2	1952	273
Scn1a	8397	267
Agtr1a	2185	178
Gnb1	1513	4362
Tp53	1756	1118
Plp1	3049	150972
Pld1	5168	2190
Ddn	3575	110
Itga1	3952	306
Map1a	10110	14766
Sigmar1	1550	894
Vgf	2638	1516
Amhr2	1926	17
Akr1a1	1124	8275
Ube2d4	1474	35
Inpp4a	5567	1650
Abat	1725	690
Acta2	1383	961
Actn1	2942	1905
Adar	3608	1543
Adcy2	3816	563
Ap2a2	3230	3619
Agtr1b	2181	0
Alox15	2189	108
Amd1	3169	2106
Anpep	3320	2896
Abcc6	5775	108
Atic	2485	1283
Opn1sw	1634	1
Chrm2	2062	48
Creb1	1126	116
Atf2	1848	574
Crh	1196	13
Mapk14	3426	1761
Cspg4	8073	1748
Ctbs	1616	672
Dbn1	2679	1422
Dlat	2602	668
Dync1li2	4302	3992
Dpyd	4139	91
Gabbr1	4399	4961
Gabrp	1382	10
Gak	4453	2021
Gatm	2265	9792
Gmfb	1398	1963
Gna11	1080	421
Gna12	3345	9226
Gnai2	2217	14327
Gnaq	1076	607
Gnb2	1624	3926
Gnrhr	2623	2
Gpt	1741	194
Grm7	3417	105
Gtf2b	1183	530
Gtf2f2	1450	277
Gyg1	1602	1359
Hnmt	1225	8
Itpka	1814	10
Itpr2	10680	1902
Jup	3439	2209
Lifr	3407	382
Lss	2853	630
Lum	1728	5288
Mif	552	516
Mipep	2389	531
Mlh1	2269	412
Mmp2	3040	2167
Mmp9	2985	1028
Mmp14	2447	2515
Aldh6a1	3319	1501
Msh2	2852	477
Msx1	1761	76
Musk	2855	6
Mvd	1674	264
Mvk	1627	491
Ndufv2	853	1591
Rpl10a	710	2385
Fez1	1683	3288
Actr3	2090	5569
Nell1	2887	220
Nell2	3166	601
Nup98	6595	1675
Pcm1	6627	2561
Pde1c	3186	224
Pde7a	3156	355
Pdpk1	1873	283
Pggt1b	1558	297
Pi4kb	3205	1223
Pls3	3078	3016
Prkch	3375	584
Pros1	3248	1563
Psen2	1594	617
Ptger2	1353	154
Pth2r	1975	7
Rab1a	1412	4237
Rab3b	1142	835
Rab13	760	845
Rala	714	685
Rbl2	4860	1338
Renbp	1292	751
Grk1	2117	0
Rnpep	2183	810
Rock1	4434	1594
Rpl5	1069	7803
Rpl10	757	6394
Rpl13	715	5466
Rpl18	622	4945
Rpl19	703	8704
Rpl22	454	658
Rpl36al	495	709
Rpl37	359	1209
Rps6ka1	3108	1199
Rps9	1682	0
Rps10	602	1767
Rps11	534	7823
Rps21	345	2947
Rps24	466	4296
S100a10	573	5919
Sctr	1791	25
Ccl5	568	9
Snrpn	1445	10
Soat1	1750	1491
Ssb	1642	1221
Ssr3	2713	2477
Ssrp1	2833	2909
St13	1663	1270
Stc1	2436	74
Stx3	1046	158
Stx4	974	1053
Stxbp2	2118	852
Suox	2150	433
Elob	454	1487
Nr2f1	2461	564
Tgfb2	2867	697
Tgfbr2	2078	2081
Thpo	1406	4
Klf10	2937	646
Tmsb4x	594	31839
Tpp2	4564	1294
Ube2b	2096	502
Usf2	2173	1689
Vim	1796	79488
Pax8	2486	84
Doc2b	1756	51
Dgkz	3552	4051
Actb	1264	63800
Cib1	811	800
Arpc1a	1562	2202
Cirbp	1409	984
Slc20a1	2851	3259
Psmc5	1288	2356
Zp2	2127	12
Mdh2	1288	3486
Rab11a	2262	2602
Sharpin	1641	834
Gstm7	1209	485
Pard3	5501	615
Fut1	2719	10
Ube2d3	1531	3317
Sh3gl3	1444	556
Sh3gl1	1995	1384
Cyp8b1	1962	0
Cds1	1947	377
Acot1	1577	31
Prl3c1	809	0
Pdgfc	1116	199
Dynlt1	698	824
Celsr3	11868	487
Slit3	5205	356
Lrp4	7784	2408
Bmp1	3647	2592
Prep	2739	872
Ugdh	2319	1016
Tfam	1455	401
Cyr61	1984	822
Bcl10	1589	602
Ocln	4130	596
Hnrnpab	1592	1372
Psmd4	1334	1736
Slc22a8	2157	496
Cdh2	4351	3033
Cdh1	4396	596
Polr2f	470	459
Kl	3518	13
St3gal5	2698	2367
Camkk2	2132	162
Parg	3974	643
Timeless	4209	458
Slc7a7	2068	618
Lypla2	1537	972
Slc6a2	2203	13
Fads2	1617	509
Tsc22d3	1947	2711
Ptbp3	2857	1228
Ppargc1a	2440	87
Fcna	1260	210
Aplnr	3646	1101
Pex3	1933	507
Atrn	8727	5230
Vdac1	1801	2581
Vdac2	1702	5179
Vdac3	1362	3020
Aifm1	2089	578
Tpp1	2460	5358
Kcnj11	3034	97
Mkln1	2428	1147
Smpd2	1551	253
Amy2a3	1574	0
Ascl2	1572	10
C4a	5358	1565
Cftr	6287	4
Egfr	4156	323
Grik5	3762	830
Gsta1	1158	695
Idh1	1719	1661
Il1b	1311	46
Il3	553	1
Jak2	3731	1033
Kras	661	287
Met	4187	286
Cd200	2235	1581
Myh10	7632	2897
Ncam1	3177	5570
Neu1	1931	803
Klk1b3	873	0
Pdgfb	1706	206
Pdgfrb	5370	2270
Pnmt	945	0
Ppp1ca	1392	3919
Rara	2124	374
Rarb	3091	187
Ccl2	780	905
Serpina3n	2057	1312
Ugt2b	1974	0
Wt1	2630	6
Smcp	857	0
LOC24906	1602	290
Cd8a	1389	1328
Cd8b	1255	211
F9	2741	0
Scarb1	2476	1386
Brca2	10350	345
Cyp2e1	1613	2
Ampd3	3919	2552
Nppb	628	7
Rgn	1600	12
Chrm4	2755	21
Scnn1a	3374	85
Tagln	1051	7573
Cdkn2a	705	31
Idh3g	1347	1648
Nfyb	2541	486
Acvr2b	1800	30
Bfsp1	2132	33
Cav1	2737	3076
Ptgis	1661	328
Star	1154	10
Cpt1a	4328	2144
Ctsk	1417	5187
Cd36	2597	787
Csn3	789	0
Ybx1	1506	2667
Epha3	3062	78
Ces1e	1735	2
Nfib	2192	313
Nfic	1565	831
Clcn7	2749	1275
Rps7	653	4812
Acvr2a	2265	158
Cyp2c12	1713	0
Phkg1	1381	110
Rasa3	2518	1388
Akt3	1402	472
Por	2438	2917
Ghrh	608	3
Tesk1	3576	572
Ptp4a1	2821	569
Npy4r	1257	3
Aoc3	3936	352
Smc3	4145	1646
Slc22a2	2139	114
Pla2g1b	543	0
Ighmbp2	3167	339
Pxmp2	825	144
Slc37a4	2079	519
Wisp2	1734	837
Pecam1	2094	791
Sv2c	2622	298
P2rx4	1972	1225
Psmc3	1623	2653
Sart1	2531	1031
Kcnq3	5798	325
Pla2g2a	766	189
Eif2ak3	4492	731
Ptprn2	5123	543
Kcnj10	1438	1991
Ywhae	1738	14762
Atp6v0a1	3997	4395
Cyp4a8	2477	0
Pten	1212	777
Hspb7	1769	47
Gria1	2871	194
Nbl1	1776	4343
Kcnj3	1827	76
Apln	3082	823
Tmod2	1191	676
Zfp148	3440	745
Zranb2	2599	1833
Csnk1e	1251	718
Nckap1	4121	4863
Prg2	843	8
Phgdh	1803	1709
Sh2b3	3691	1848
Mapk6	4179	1841
Grb14	1949	276
Igbp1	1338	687
Nr1h2	1914	1179
Nr1h3	1597	278
Nr4a3	4396	120
Psmb4	923	2330
Ddx25	1618	155
Vapa	1605	3579
Casp9	2345	398
Foxm1	3392	697
Mefv	3199	161
Fut2	2984	36
Pdcd2	1134	287
Dlg3	3737	348
Cpq	1778	642
Sult4a1	2215	1223
Klf6	4206	2762
Map2k1	2128	2551
Hpgds	1175	126
Ramp1	808	289
Ramp2	738	769
Sfmbt1	3293	462
Fxyd1	533	895
Klrg1	567	0
Slc13a1	2206	0
Kcnab3	2106	108
Ncan	5201	10506
Rabggta	1872	597
Lxn	1073	1770
Stx8	839	395
Msln	2099	626
Tgm1	2707	40
Arpp19	339	150
Camkk1	3411	614
Slc18a3	2862	332
Slc28a2	2871	1271
Stx6	2466	1599
Syt10	1572	19
Syt11	1784	4443
Mybbp1a	3834	1793
Prap1	637	0
Napsa	1366	253
Slc15a2	3942	1077
Capn10	2271	407
Ctla4	724	1
Actn4	3878	6719
Fhl2	840	638
Per2	5760	863
P2ry4	1177	25
Hsd17b10	907	784
Smc1a	3905	2204
Slc29a1	2116	400
Gosr2	2075	1582
Scn7a	6546	803
Uba52	504	6673
Sncg	703	1510
Cryba4	782	50
Crybb3	747	0
Itgad	3558	19
Ykt6	597	759
Syt4	3877	3065
Hsf2	2547	540
St3gal2	3221	968
Gpr88	4155	191
St3gal3	1207	288
Rpn2	2234	5445
Cldn1	3221	350
Cldn3	1473	2
Cldn5	1427	1889
Cldn7	1119	1
Aqp3	1799	3
Stx5	1779	785
Dpys	2079	3
Rps8	696	8180
Homer1	4049	311
Adrm1	1430	1395
Rps12	541	5608
Olr226	984	0
Arl2	876	982
Pdzk1	1980	178
Pirb	2634	340
Rida	888	485
Pfkm	2750	2039
Wisp1	1871	66
Amotl2	4141	1117
Rab2a	638	1221
Clns1a	1406	873
Dio2	6301	135
Htra1	2012	5308
Tmed2	1956	4219
Sec11a	1104	958
Scamp3	1481	1259
Scamp4	1725	846
Scamp5	1149	902
Limk1	3290	1224
Snap91	3390	1292
Ppp5c	1973	1412
Kcnd2	4014	214
Aldh3a2	2977	1718
Sult1c3	1234	0
Gabrq	1908	11
Stk3	2603	482
Slc27a2	2957	21
Nkx6-1	3215	123
Slc29a2	1678	103
B4galt6	5728	1641
Slc2a5	2167	936
Kcnh1	4559	128
Slc24a2	8800	2476
Slc16a8	1829	16
Clip1	4582	1205
Slc13a2	2430	1
Cnn1	1449	92
Gcs1	2695	57
Hspb3	715	3
Shank1	7577	678
Bcam	2359	914
Alcam	2868	1701
Ggcx	2738	751
Mmp24	4196	564
Mchr1	1214	33
Naaladl1	2557	60
Abcb11	5034	10
Vegfd	1494	17
Cdkn1b	1755	1447
Pafah1b1	4364	6847
Ddr2	3509	743
Rxrg	1966	323
Cpz	2144	394
Sort1	6690	6543
Itgae	3754	132
Pdxk	939	193
Gnb5	1047	263
Thbd	3653	2601
Polr1a	6007	920
Polr1b	3763	336
Rabac1	820	1532
Gda	1460	999
Usf1	1685	905
Kcns3	2311	89
Apba1	3672	547
Apba2	2707	921
Apba3	1939	553
Slc32a1	2383	357
Nefl	2026	5216
Pias3	2902	634
Atp6ap1	2075	5425
Trim3	2858	1083
Hipk3	4115	908
Rest	3249	381
Nfe2l2	2305	1929
Spag4	1461	17
Ppig	3925	1044
Ugcg	3746	1476
Galnt5	3512	22
Cd82	1815	2960
Slc12a2	6401	7726
Pax4	1101	19
Dedd	1129	450
Deaf1	2123	591
Gabbr2	5457	474
Gmeb2	1941	141
Cish	1858	71
Gpr6	2237	2
Tpbg	2333	222
Capn6	3494	106
Cngb1	4216	6
Defb1	397	10
Taldo1	1198	5061
Cd164	2819	8038
Mybph	1770	388
Git1	3123	3656
Inhbe	1053	0
Rbbp7	1922	3125
Omd	1802	56
Clic4	762	2488
Fat1	14744	4365
Dvl1	2955	1112
Plk2	2770	526
Ncoa2	4386	701
Wfs1	2731	417
Ctcf	3684	1204
Fbn1	8942	8441
Fbn2	8632	98
Vamp8	301	851
Kcnma1	5430	153
Rtn4	4666	12488
Lgals3	948	17786
Nme2	746	3978
Sult1a1	1220	830
Agxt2	1918	0
Rps2	938	11360
Cyp2c23	1930	1
Fdps	1271	1391
Scd2	5046	59674
Phb	1739	1023
Dbi	566	2999
Khk	1284	120
Calm1	1449	13814
Hspb1	890	10952
Hspa1a	3958	153
Aldh3a1	1715	33
Dpp7	1705	5346
Clta	1124	4479
Ptms	1138	4721
Prkab1	1974	981
Src	2001	731
Psmd1	3066	3368
Ybx3	1757	3023
Nsfl1c	1450	1951
Trpv1	2847	27
Smarcd2	2575	1201
Calb1	1706	247
Rps6kb1	2283	758
Sdcbp	2058	7927
Crot	2684	1110
Tap1	2677	500
Tap2	2426	259
Impa1	2043	1125
Eif2b2	1467	752
Prkci	4501	1066
C3ar1	2025	922
Cntnap1	5363	1291
Kalrn	8921	352
Dll1	3114	118
Slc1a6	1937	9
Hsd17b12	1812	2653
Ralbp1	3538	1819
Grip1	4279	187
Hmga2	805	51
Nae1	1771	330
Kcnq1	3017	8
Irs3	1969	44
Ghsr	1350	0
Ptger4	1473	63
Pon1	1317	20
Dnaja2	1844	2012
Gsk3b	1525	781
Pnliprp1	1532	0
Hao2	1647	0
Chn1	2267	520
Chn2	1037	642
Col3a1	4769	39991
Robo2	8964	1184
Aldh2	1882	3726
Kcnip3	818	72
Lasp1	3382	4960
Glrx3	1224	1681
Gde1	943	1184
Lsr	2088	523
Rab11b	1506	3192
Timm22	1801	540
Sec31a	4423	2227
Crygd	634	0
Vps52	3169	1345
Tapbp	1563	582
Ptprv	5446	206
Akt1	1606	2265
Acsm3	2564	19
Prl3d4	814	0
Hbb	620	3343
Psmc2	1403	2033
Gal	699	261
Yes1	1770	261
Pld2	4508	1163
Hagh	1117	577
Plcb3	3726	1070
