Geneid	Length	genome_mapping/137-LC_R1.rn6.sorted.bam
Leo1	2136	478
Tinag	1652	0
Ndufs1	2476	2131
Ca5b	1765	310
MGC95208	1322	82
Git2	2985	1949
Tm9sf2	2773	2876
Ptbp2	1817	549
Mavs	2942	493
Akap3	2860	4
Fam151a	1884	98
Txndc2	1845	3
Pla2g6	3208	593
Vrk3	1732	804
Creb3l1	2642	551
Fbxl6	1702	489
Thap4	1929	309
Arhgef6	2319	540
Mtmr9	2216	673
Sorbs3	2598	1934
Rap1a	2433	3005
Atp2b4	4102	855
Kat5	1864	743
Dhx40	2798	775
Kif2b	2217	0
Psmd12	1485	1370
Jpt1	1341	1821
Ffar2	993	2
Kifc1	2296	746
Gfpt1	2260	749
Clec4a2	790	169
Plppr2	2870	562
Rbm47	2346	286
Pi4k2b	1691	319
Letm1	2565	966
Dnajb13	2255	48
Dagla	5567	593
Itch	2565	965
Galc	2054	1051
Rdx	4105	2608
Clec4a1	1200	1215
Clec4a3	779	878
Spi1	1341	1447
Repin1	1713	318
Ddx19b	6464	766
Clec4b2	712	3
Clec4e	724	76
Omg	1838	640
Clec4a	831	168
Hcst	424	119
Mib2	3799	720
Abtb1	1887	405
Capzb	1626	6724
Ccin	1888	3
Cct2	1904	3223
Chpf	2917	1371
Efemp2	1573	1249
Ghitm	1372	3108
Olr156	900	0
Olr595	906	0
Olr990	888	0
Olr1362	942	0
Olr1738	891	2
Pigs	2409	1102
Coasy	2029	583
Cldnd1	2145	1927
Katnal1	1634	120
Eif4h	2420	5734
Sdad1	2243	367
Noa1	2231	240
Mtfp1	1354	96
Osm	720	51
Tinf2	1656	315
Itm2b	1757	12281
Babam1	1321	1091
Mrpl34	572	248
Eci2	1575	647
Kars	2143	2848
Tsen34	1344	0
Irf3	1445	1014
Uqcrc2	1830	2882
Cln3	1675	493
Ndufv1	1481	1975
mrpl11	775	447
Ccdc86	1026	334
Ms4a6bl	1353	707
Tars	2433	1275
Adad1	1912	0
Sec13	1274	1236
Matn1	1889	2
Bcap29	1733	828
Dlst	2779	2577
Uxt	527	384
Abhd17a	1447	1149
Vezt	2883	627
Mrpl13	766	501
Ecsit	1453	365
Spg21	1503	1746
Wdr6	4164	1798
Shisa5	1455	2151
Igsf5	2138	6
Nudt9	1394	1196
Ang	438	9
Sgcg	1499	47
Gpr180	1808	507
Acat2	1999	468
Ddx18	2151	551
Smpd1	2310	2462
Aldh3b1	1863	559
Xrcc4	1439	133
Pcgf1	828	114
Ift74	2109	313
Mxra8	2268	1377
Cnot10	2495	717
Tuba4a	1449	1450
Arhgdia	1823	18730
Dusp13	2166	4
Rnaseh2b	1422	415
Chchd10	619	327
Drc1	2455	61
Dnaaf4	1996	17
Zpbp2	1437	25
Alx3	1799	0
Gphb5	390	0
Rbm4b	1801	241
Rnase2	650	9
Sspo	15560	17
Hmgn3	1407	666
Atp6ap2	1170	2172
Clstn1	4328	4640
Creb3l4	1104	0
Plin2	1834	6978
Ctnna1	3619	5074
Tob2	2275	488
Sun1	2465	775
Btrc	2313	452
Stau2	3395	528
Itpr1	9757	757
Ugt2b37	1896	0
Os9	2617	3509
Fblim1	1442	325
Lefty2	1365	6
Adgre1	3227	798
Adgre4	2109	6
Fshb	1655	0
Rpl9	694	2
Rpl23	488	6280
Rps4x	949	8027
Pcbd1	776	65
Gsto1	878	1436
Rps20	503	0
Rplp1	496	5536
Svs3a	1182	0
Sars	1859	2192
Pigq	3003	2277
Skp1	1214	4910
Mfap3	1905	264
Wrap53	1757	254
Rflnb	1366	72
Ccl7	807	771
Ddx5	2382	9924
Wipi2	1712	664
Wsb2	1537	1726
Nuak2	2877	407
Rchy1	1673	761
Tmed5	1813	778
Pdhb	1787	1213
Dhrs1	1574	882
Pdlim2	1530	240
Mettl6	1645	303
Qars	2769	2657
Epdr1	2205	1283
Ggps1	2593	297
Stard6	1270	118
Cxxc5	2065	1232
Nutf2	1929	1600
Zfand6	1546	1577
Ascc1	1486	451
Mocs2	1591	654
Pelo	1479	463
tGap1	4122	5
S100a1	601	444
mrpl24	1596	550
RGD1359334	1232	1
St7l	2514	356
Ints12	1494	220
Rnd3	2002	457
Phospho2	2105	269
Tmx2	1612	1204
Mturn	1581	114
Fkbp9	3005	2000
Rnf181	1795	1696
Cdca3	1496	758
Tssk3	1003	8
Pef1	1498	1214
Pole3	2598	1004
Mrps15	2200	606
Agtrap	2156	798
Ube2j2	1613	862
Mapre3	1813	889
RGD1359127	1617	341
Them6	1542	193
Atg101	1420	426
Ccdc82	3024	627
Thyn1	955	460
Arcn1	3461	3522
Ints14	2281	590
Abhd14b	1575	381
Tex264	1459	1452
Bcs1l	1650	198
Sat1	1166	5512
Ubald1	1317	81
Zfp672	2921	279
Odf4	1433	4
Cyb5d2	1457	40
Tmem98	1410	566
Mmd	2642	1070
Slc25a19	1474	155
C1qtnf1	1534	223
Timmdc1	1335	426
Lyl1	1459	562
Rabif	1788	30
Tmem206	1396	430
Abhd6	2202	532
Zfp219	2806	721
Thtpa	2509	1374
Glt8d1	1619	697
Klf2	1056	322
Klhdc8b	1828	228
Cln8	2225	1028
Cndp1	2641	898
Fam210a	9624	1184
Ciapin1	1779	566
Fbxo30	3208	294
Prss23	1852	1050
Nfatc2ip	1474	100
Ttc9c	2012	1027
Ifit3	2026	80
Tcp11	1934	1
mrpl9	1418	651
Prune1	1697	257
Golph3l	1881	376
Cept1	2122	954
M6pr	2256	1264
Tram1	2755	3923
RGD1359108	3410	682
Cptp	1973	246
Galm	2165	464
Ubr7	3250	1411
Trmt61a	1834	41
Hgh1	2261	426
RGD1359634	1384	666
Mief1	2124	495
Pxylp1	2829	203
Gtf2f1	1676	1475
Cavin2	2121	376
Tmbim1	2052	4401
Morf4l2	1820	5317
Ribc1	1488	150
Hsd3b1	1569	0
Gorasp2	2148	848
Emp2	3130	616
Hba2	545	1
Nt5c3b	1666	502
Dcakd	1709	809
Icam2	1364	355
Dnai2	2897	36
Lypd1	2013	93
Mpzl1	2268	1434
Pf4	318	624
Cabp7	2723	317
Golga7	1979	2472
Serpinb9	1810	548
Nudt5	1342	311
Echdc1	1865	587
Sertad1	1169	260
Tmem109	1892	1029
RGD1359158	1348	141
Tmem252	2052	760
Sar1a	2627	3153
Vps26a	1261	1076
Isg20l2	1631	171
Ubac1	1804	622
Cdk9	1675	1348
Tor2a	1495	523
Tmem43	2855	1332
MGC94199	2019	53
Pomgnt1	2712	1367
Tmem18	1444	260
Atp5s	1991	142
Chpt1	1530	388
MGC94207	1743	548
Mns1	1795	114
Cyb561d2	1464	281
Rassf1	1948	479
Scly	2135	494
Gemin8	1160	412
Armcx6	1931	122
Nufip1	1636	438
March3	1772	210
Abcb8	2145	766
Arrdc3	1245	540
Btk	1859	439
Cir1	1356	460
Glyr1	1659	1255
Yipf3	2384	1364
Cmtm6	593	319
Clpx	1902	588
Snf8	777	996
Psma7	908	2394
Tbl3	2501	641
Cdkn2aipnl	1782	1424
Flii	4000	2827
Lrrc59	2802	1517
Psmd3	2121	2618
Galk1	1324	907
Mettl23	901	83
Crkl	2773	193
Spice1	3025	179
Mtx2	1213	549
Donson	2214	296
RGD1306954	1153	560
Sbds	1396	1403
Fam216a	1244	472
Tfip11	3500	686
Diablo	1308	637
Tfb2m	2067	267
Fip1l1	1896	1017
Emc9	818	66
Tmem254	1184	456
Stard3nl	1270	946
Rnmt	2019	441
Nedd4l	4206	838
Usp14	2126	2099
Sft2d1	972	1028
Snrpa	1146	696
Ptov1	1723	1998
Eif1ad	2552	593
Calhm2	1833	276
Fam207a	1733	404
Zufsp	1992	465
Btf3	861	2830
Rxfp3	1431	11
Ermn	1780	1639
Serinc3	2145	5538
Cbx3	1718	668
Mkrn2	2211	502
Ltbr	2075	2041
Plag1	3335	93
Erp44	1411	1129
Ndufaf7	2372	285
Maea	2151	1863
Rhoj	1832	691
Gadd45b	1276	479
Shmt2	2045	1007
Pmm1	1198	1090
Eif4b	3659	5752
Tmem218	973	200
Rexo2	1185	1923
Fam96a	1142	908
Parp3	2100	649
RGD1311745	778	237
Polr1c	1290	412
Wdfy1	1360	868
Col4a4	1152	34
Amn1	1243	251
Tmem97	1242	666
Eif4a2	1880	4443
Tnk2	4225	1900
Trmt10c	2623	351
Lrrc8d	3149	1595
Nelfa	2191	565
Thap1	953	94
Prl7a4	952	0
Akr1e2	1342	184
Timm21	1320	284
Etf1	2264	2380
Mesd	1992	2025
Rrp8	2072	201
Fank1	1292	16
Frmd8	2879	1909
Nfkb2	3070	601
Taf11	1188	295
RGD1309594	1751	470
Pmvk	975	525
Mkks	2970	493
Mrrf	3576	491
Emc3	1898	2324
Slc39a3	1361	339
Hcfc2	2353	425
Tmem106c	1400	454
Spata31a5	3275	0
Cdip1	2580	1098
Rnf167	1861	931
Zfp655	3995	70
Zfand2a	3194	1012
Snx24	2191	737
Tom1	2200	1135
Cenpn	1838	349
Isoc2b	1045	232
Sirt2	2044	5448
Pitpnm1	4165	1437
Sdhaf2	1856	1118
Papd4	1848	681
Srek1ip1	2282	412
Pgrmc2	1830	1173
Lamtor3	1218	919
Trappc3	1224	1190
Clba1	1675	93
Tspan31	1454	1141
Prr13	776	1956
Dis3l	3206	476
Ube2f	1119	799
Cnot8	2145	1710
Dpep3	1662	8
Rac2	1303	2457
Pmaip1	318	72
Ispd	2630	108
Gimap9	1700	37
Dhrs7b	1214	477
Tpst2	1792	631
Brd8	3296	1076
Isg20	794	65
Esrra	2157	705
Taar2	1020	0
Ccl21	838	0
Cldn19	1594	325
C1qa	1002	7055
Esrrb	1302	2
RGD1310553	3433	569
MGC105649	1152	413
Lrpprc	4310	1360
Abhd1	1364	146
Twf1	2875	2569
Aox2	4342	24
Aox4	4878	1
C1qc	1029	6815
Ndufs7	723	991
Bag5	2009	19
Aox3	4726	516
Dhodh	1529	165
Tmprss11g	2698	0
Slc10a4	1314	23
Ippk	1470	193
Zfp667	3384	75
Ndn	1600	689
Hapln3	1322	20
Prss35	3132	24
Rnase9	1260	0
Lmcd1	1663	560
Rcn3	1418	1019
Ebna1bp2	1109	808
Irf8	1275	1043
Fga	2668	2
Il6st	7454	6160
Ka11	1387	2
Krt14	1458	1
Krt16	1392	2
Krt23	1269	4
Krt33a	1215	0
Krt34	1176	0
Krt36	1407	0
Krt28	1152	9
Krt12	1371	10
Slc9c1	3902	1
Lrrc66	2598	15
Psenen	534	947
Igtp	2102	318
Ciao1	1430	457
Txnip	2742	8338
Prim1	1628	1433
Cmbl	1131	378
Wdr77	2031	260
Impad1	6401	199
Eif1a	1830	1009
Tmem170b	941	107
U2af1l4	703	308
Serpina11	1588	6
Krt1	2404	9
Krt82	1482	0
Krt10	1581	58
Krt76	1746	2
Krt4	1611	2
Krt77	1560	2
Krt73	1662	2
Krt72	1662	0
Krt86	1557	0
Krt85	1419	0
Krt84	1674	0
Kb23	1668	0
Krt81	1626	0
Krt80	1359	18
Krt42	1359	0
Krt31	1245	0
Krt32	1368	2
Krt33b	1156	0
Krt35	1368	1
Krt40	1296	1
Krt25	1341	1
Krt26	1293	14
Krt27	1350	1
Kb15	1599	0
RT1-T24-4	1654	2
RT1-A1	1566	821
Krt75	1722	18
RT1-A2	1560	2374
RT1-A3	1403	88
RT1-Ba	1119	501
RT1-CE1	1191	6
RT1-CE10	1114	744
RT1-CE11	1078	0
RT1-CE12	1111	0
RT1-CE13	427	204
RT1-CE14	1565	239
RT1-CE15	1097	144
RT1-CE16	1018	310
RT1-CE2	1093	112
RT1-CE3	1167	11
RT1-CE4	1117	142
RT1-CE5	1608	1393
RT1-CE7	1103	3
RT1-DOb	819	10
RT1-Da	1192	732
RT1-Ha	839	1
RT1-M1-2	1026	8
RT1-M1-4	1026	2
RT1-M10-1	915	0
RT1-M6-1	993	3
RT1-M6-2	999	28
RT1-N2	1390	9
RT1-N3	1804	390
RT1-O1	546	20
RT1-S2	531	31
RT1-T24-1	1059	212
Mrps10	508	160
Usp11	3399	1122
Pan2	3618	679
Usp54	5738	3396
Prss45	993	0
Prss46	750	0
Wfdc12	237	0
Wfdc6b	549	0
Wfdc9	225	0
Wfdc15a	243	0
Spink2	510	27
Spink4	228	1
Slpil2	393	0
Slpil3	393	0
Spink6	318	0
Spink14	297	0
LOC362901	978	0
LOC362921	412	0
Zfp292	9965	685
Scn4b	4272	415
Spint5p	504	0
Uhrf1	2530	754
RT1-Db1	1273	357
Slc39a7	2290	2213
RT1-S3	2682	550
Serpinb3	981	0
Uqcrfs1	1087	1993
Yod1	912	47
Hbe1	444	0
Ssr1	2419	2671
Ldhd	1507	174
Krt2	2058	6
Zbtb22	2570	562
Tryx5	753	0
Prss58	723	0
Trim40	744	0
Trim10	2334	3
Stfa3l1	339	0
Pou5f1	1363	6
Wfdc15b	216	6
Capza2	2306	4554
Rps3	819	8907
Adprm	1262	353
Srsf9	1098	503
Chfr	3152	1008
Mrfap1	1527	4823
Actr2	1303	3712
Nt5dc2	1798	755
Eci3	1185	544
Syne4	1141	13
Ndufc2	561	1239
Slx1b	2802	432
Ppdpf	660	1035
Tbrg1	1501	718
Mthfs	2754	541
Pla2g7	1772	4348
Cnot9	3351	953
Pask	4477	364
Mrpl38	1307	432
Oas1d	1518	0
Apon	1238	0
Enoph1	1688	1125
Nsdhl	1726	486
Arhgap29	4051	1206
Nanp	1325	153
Krcc1	1613	1208
Ift122	4109	578
Cmas	1692	669
Nipsnap3b	1116	610
Eps15	2968	2805
Ikbip	1122	282
Pomgnt2	1743	162
Cdh19	2325	180
Armc5	3263	750
Gemin6	1088	142
Ccnb2	1491	455
Pir	1513	241
Saa4	1742	0
Uqcrh	550	1922
Mycbpap	2866	126
Klra1	1949	71
Ly49s4	1393	0
Ly49s6	1161	0
Oas1k	1432	22
Oas1f	1555	5
Oas1h	1701	0
Oas1e	1690	0
Oas3	2811	25
Ly49s7	1155	7
Ly49i4	1353	0
Ly49i9	1346	0
Ly49si1	807	162
Ly49si2	804	0
Ly49i3	843	0
Ly49i7	819	5
Ly49i5	1410	0
Eogt	2141	436
Pfn4	1855	0
Fbxl16	1440	182
Fdcsp	337	0
Bin2a	2605	0
Taar3	1029	1
Ccdc8	3329	294
Fam115e	3131	0
Pms1	2970	172
Trim25	2435	747
Zfp799	4598	253
Zfp868	2180	411
B4galt3	1970	545
Tacstd2	1701	3
Ier2	1525	488
Pdcd10	1242	1004
Prelid3b	1187	819
Clp1	1809	187
Arhgdib	1130	3538
Klc4	2567	503
Actr10	1432	1239
Acy3	1307	269
Bri3	744	848
Brms1	1261	704
Mest	1341	90
Sub1	758	1202
Nubp1	1222	579
Tmem204	1768	119
Nudcd2	1569	528
Sar1b	1157	1053
Tnfsf13	1642	1111
Ska2	1189	229
Ifi35	1073	329
Apoh	1145	6
Yars2	1564	137
Kng1	1495	0
Rfc3	1242	424
RGD1311899	1417	1044
Tmco1	1156	611
G0s2	729	115
Abraxas1	1452	125
Spryd7	958	313
Prelid1	1090	2838
Lars	3811	2018
Wdr98	2123	730
Tppp3	978	1426
Utp4	2205	509
Pepd	1810	3304
Pop4	1179	608
Aspdh	950	76
Dbx1	1008	0
Kif22	2073	1216
Qprt	1188	315
Mrpl16	1151	347
Glyat	891	1
Lpxn	1702	808
Taar5	1014	0
Clic2	1195	102
Zfp622	1643	101
Mccc1	2385	384
Spc25	1255	302
Mgme1	2045	161
Zgpat	1911	408
Hat1	1477	896
Thnsl2	1755	214
Ccdc174	1777	247
Spsb2	1214	38
Wbp11	2574	513
Car8	1403	65
Serpina6	1460	0
Zfp414	1118	464
Ebag9	1924	449
Dnal4	1495	447
Etfa	1301	1733
Uba5	1433	928
Abhd14a	1415	173
Coq10b	1624	477
Sumo1	1126	1449
Fastkd2	2203	221
Itm2c	1948	6887
Tceal1	1175	297
Anks3	2389	314
Plekhm1	5020	1429
Nepro	1917	119
Psph	1142	215
Oas1i	1648	20
Oasl	1980	130
Oasl2	1743	157
Tor3a	1809	277
Hsd17b13	1297	23
Drg1	1607	606
Dcaf11	3078	2157
Riok2	1790	372
Thumpd1	2685	758
Cdc42ep2	1367	397
Rom1	1548	238
Dclk2	3980	994
Sh3glb2	1823	2353
Thrap3	3562	3468
LOC314140	1718	221
Wnt7b	1028	166
Dcun1d5	1206	609
Mtfmt	1391	219
Lysmd3	1164	109
Mad2l1bp	1237	232
Imp4	1687	846
Rrp15	1164	312
Tmed9	1418	2794
Sipa1l2	6681	1512
Dmac2	1851	578
Lhpp	1640	541
RGD1359508	1140	145
Lmo4	1629	829
Tmem140	1372	248
Lrrc41	2954	1094
RGD1304567	1098	299
Yipf4	1820	448
Slc17a5	2692	502
Mitd1	1151	203
Oas2	2273	15
Asphd2	1874	61
Lrg1	1298	1037
Klra2	1191	0
Srsf2	1901	5079
Ppp1r7	2293	919
Atl1	2584	444
Ly49si3	804	0
Gsta3	1634	3
Rtn3	4926	7620
Metrn	924	1673
Tbx5	1593	0
Tsku	2574	406
Pacsin3	1753	572
Pip5k1c	4333	1629
Spetex-2F	585	1
Spetex-2H	591	0
Spetex-2G	583	0
Ggnbp1	1388	12
Kctd10	2895	1698
Taar7c	1077	0
Spetex-2A	640	0
Cndp2	2090	5250
Gsta5	792	0
Tmem120a	1559	882
Ficd	1926	202
Mri1	1212	184
Slc10a7	1023	186
Prepl	2192	1208
Rnd2	1347	1451
Gmcl1	3243	519
Slc25a29	1848	155
Tmem17	1502	165
Rps6kb2	1752	619
Zc3h15	2013	775
Klrb1a	1014	2
Mok	1621	68
Pigv	2411	155
Naaa	1813	1169
Eng	2887	4975
Amy1a	1639	9
Tmem126a	2488	356
Trpm2	4527	811
Prss36	2742	35
Trim26	3197	525
Spetex-2B	585	0
Spetex-2C	583	0
Spetex-2D	585	0
Spetex-2E	585	0
Crisp2	1414	3
Fam89a	1343	217
Cldn9	1432	20
Rnps1	1824	2220
Nubp2	1392	1053
Serpinf2	2167	23
Sept4	1353	1826
Psme3	2616	1686
Trmt2a	2241	561
Abcf3	2522	1015
Hcls1	1950	1809
Gart	3403	1235
Tssk1b	1424	4
Hsph1	3425	1702
Ift22	1026	151
Tpst1	1692	721
Rnf10	3066	4031
Stat2	3434	1306
Acbd6	1476	422
Ndufs2	1583	3423
Spta1	7945	188
Gpatch2	1364	142
Lap3	2187	3827
Lyar	1479	350
Polm	2867	207
Fignl1	2890	98
Dr1	3008	102
Fermt2	3214	3474
Rec8	2025	11
Cab39l	1400	600
Anxa11	2289	2707
Gtpbp3	2366	239
Sugp1	2077	731
Pdgfrl	1482	193
Nedd9	4370	844
Prpf4b	4353	1737
Mbd1	2468	601
Nup93	2692	832
Aktip	1706	1234
Atp6v0d1	1582	4689
Dpep2	1634	314
Sh3glb1	1769	5145
Trip13	1798	198
Mill1	2697	5
Btbd1	3006	1964
Far1	1715	586
Hbs1l	2690	1396
Xpo6	4357	2092
Bag3	2328	1349
Doc2g	1461	29
Scyl1	2591	1600
Ehd1	3234	3502
Best1	2008	10
Cdc37l1	1610	804
Cnnm2	3275	235
Stn1	1530	327
Slc37a1	2933	101
Pcbp3	2057	787
Hexb	1808	4425
Rai14	4630	1136
Slc7a12	1763	3
Ccna1	1729	41
Dap3	1855	692
Sf3b4	1533	1261
Slc39a8	3073	499
Pigk	1533	1465
Cybrd1	3404	401
Chst1	2362	549
Lcmt2	2125	108
Ell3	1628	61
Raly	1404	3301
Ctsa	1988	17558
Zswim2	2054	3
Srms	2214	2
Cercam	2694	276
Asb6	2165	466
Mapkap1	2371	617
Stom	1764	2979
Smarcd3	1674	382
Gimap6	1327	35
Strap	1736	1885
Tm7sf3	2049	1339
Xkr4	3709	34
Atp6v0d2	1306	15
Actl7a	1476	9
Akap2	6892	4308
Aldh1b1	2197	54
Wdr31	1334	94
Tekt2	1532	26
Dhdds	1421	796
Tardbp	2040	2658
Ppan	1635	486
Snx17	1906	1392
Nt5c1b	1838	6
Coq6	1738	389
Asb2	2485	89
Mknk2	3421	4395
Sf3a2	1607	876
Glipr1	987	803
Cnot2	1779	771
Gns	1730	2509
Eif3el1	1477	1189
Ndrg1	2876	7548
Atp6v1c1	1744	2399
Pycr3	1466	421
Gga1	2741	1434
Tuba1c	1535	813
C2cd2l	3337	966
Tmod3	1606	1563
Fbxo9	2121	523
Morf4l1	1737	3208
Plscr4	1879	261
Lrrc2	2505	15
Zap70	2209	24
Orc2	1821	510
Rnf25	1449	540
Nid2	4752	1950
Ace2	2296	79
Irgm	2209	356
Zfp18	2167	272
Pipox	1692	33
Rnf135	2255	244
Lig3	3849	689
Snx11	2499	602
Acbd4	1787	437
Ftsj3	2871	1049
Lamp3	1897	5
Tbccd1	2143	241
Dirc2	2673	710
B4galt4	2081	178
Tssk2	1356	2
Papolb	2347	10
Zscan21	2202	322
Cldn4	1798	87
Epb41l5	2180	77
Ubxn4	2292	1752
Mdm4	1898	589
Serpinc1	1527	1
Nuf2	1785	650
Mnda	1744	244
Zfp281	3081	489
Brdt	1656	0
Arhgap24	2728	373
Paqr3	1859	217
Art3	1482	440
Cdkl2	2104	209
Utp3	1655	494
Lias	1587	325
Mtmr3	5708	1601
Efemp1	2010	858
Samd8	1535	747
Irf9	1599	804
Xkr6	2816	6
Tdrd3	2580	207
Lcp1	3407	9309
Kbtbd6	1758	0
Spry2	1818	985
Btd	1973	730
Sh2d4a	2437	28
Mfap3l	1926	549
Fbxo8	1623	520
Zfp367	3494	610
Cage1	2867	23
Zkscan3	2567	549
Calml3	1376	0
Cdh16	2868	0
Ces5a	2045	9
Gpt2	3644	1128
Mcoln3	1974	153
Rnf146	1879	680
Cnksr3	3337	847
Tab2	4596	2300
Sae1	1888	1567
Nectin2	2647	473
Coq8b	2096	806
Sphk2	2383	1002
Grwd1	1920	375
Uros	1577	76
Tesmin	2046	10
Ptgdr2	1297	25
Gsto2	1384	33
Ppp1r3c	2751	377
Rrp1	1791	784
Herc4	3822	815
Tspyl4	1988	439
Phyhipl	1520	1150
Mtmr12	2093	335
Sema4a	3153	1491
Arhgef2	4188	2558
Hfe2	2118	1
Polr3c	2367	640
Slc35a3	1927	406
Snx7	1760	393
Adh6	1854	0
Stam2	1818	360
Cytip	1670	489
March7	2384	888
Pex16	1207	381
Dusp2	1625	144
Zc3h8	1527	167
Foxs1	1270	64
Xkr7	2718	8
Zfp64	2396	244
Zbtb43	5082	426
Rnf32	1902	49
Tia1	1401	407
Atg7	2308	863
Recql	2389	900
Xkr8	2653	150
Slc7a13	1826	0
Coro2a	2043	15
Kif12	2228	0
Trim32	3164	570
Ddost	1563	3746
Zbtb17	2770	567
Mad2l2	1155	438
Gpr157	2337	120
Thumpd2	1994	174
Galnt14	2284	17
Zfp513	2173	913
Lpin1	3083	528
Ankrd9	1453	71
Ptdss1	2473	1922
Rexo1	4436	1063
Creb3l3	1927	0
Spag1	3651	67
Fbxo43	2526	3
Osr2	1709	35
Cbx6	3071	971
Naga	1763	922
Prr5	1735	249
Tymp	2353	654
C1qtnf5	1335	485
Rpp25	1381	42
Loxl1	2452	1277
Slc35g2	1572	57
Mapkapk3	2604	1106
Zfp105	2002	278
Satb1	2978	204
Pgk2	1567	0
Inpp1	1618	192
Hsfy2	1410	0
Sp140	2789	597
B3gnt7	2531	340
Mlph	2865	25
Gtf2a1l	1577	10
Fus	1816	4392
Plscr3	1746	562
Rab34	1297	678
Tada2a	2101	326
Scrn2	1443	152
Jmjd6	1700	286
Tfg	1899	1701
Hgd	1672	27
Dgcr2	1948	348
Pxn	3710	4300
Ankrd13a	3642	3932
Uchl5	1824	397
Enah	1976	591
Stx18	1493	507
Tbc1d14	5170	2631
Thoc5	2199	963
Tbrg4	2128	754
Tm9sf1	2410	1068
Cdadc1	1379	345
Cog3	2851	555
Letm2	1721	234
Upf3a	1502	508
Gkap1	1566	274
Tbce	1791	775
Mllt10	4741	809
Lims2	2050	568
Adgre5	3016	1465
Emc8	1005	478
Abcb10	3438	465
Pld3	1848	9160
Tulp2	1576	14
Zfp143	3015	322
Nap1l4	2273	2180
Bscl2	1362	1091
Rfx3	2401	97
Trub1	1695	154
Fkbp5	3478	2478
Zfand3	2579	2077
Rsph1	1000	21
Mccc2	2143	790
Mynn	2327	303
Fxr1	2096	645
Bbs7	2695	400
Elf2	4004	1007
Sike1	2376	585
Cryz	1900	246
Rbms1	1959	945
Caprin1	3288	6030
Vps39	4386	1368
Klhl7	2856	685
Creb3l2	3289	1024
Lpcat3	1904	1709
Ubap1	2637	1034
Dtnb	3361	263
Eipr1	1577	363
Rdh11	1622	488
Vrk1	1878	422
Rnf41	1984	856
Hsp90b1	2803	12049
Arhgap9	2498	844
Ttll1	1912	179
Cadm1	1777	653
Ppp2r3a	5198	488
Klhdc3	1977	1256
Traf3ip1	2254	151
Dpp10	2332	88
Phlda3	1424	579
Pigc	1392	488
Pycr2	1540	571
Rnase12	438	1
Trim13	1363	78
Phf7	1545	163
Calr3	1396	32
Sfxn1	2152	822
Serpinb6b	1410	46
Pcdhgb7	4663	90
Tmc5	3016	3
Ssh3	2691	989
Trim55	2658	319
Lhx8	1758	0
Catsper2	2210	68
Oxct2a	1755	0
Fbxo7	1793	945
Bin2	1925	1330
Nfe2	1658	55
Mgat4a	7192	652
Stat4	2981	4
Xk	2845	38
Xkr5	2180	194
Xkr9	1892	0
Xkrx	1817	6
Rnase13	462	3
Rnase17	468	0
NMS	496	4
Plcz1	1938	0
Impact	3331	2234
Fam20a	1626	180
Fam20c	2959	3952
Arih2	3753	1188
Dgat2	2294	1284
Npepo	2451	170
Rgs7bp	1335	41
Pced1a	1106	416
Plpp7	1967	85
Fam174a	1180	343
Cpsf4	1656	369
Dusp26	1603	307
MGC108823	1598	66
Lrrc57	1998	363
Senp8	986	73
Nono	2411	4331
Ccl9	1289	46
Tmem41b	2358	865
Ang2	504	0
Fut10	1310	138
Clec11a	1927	68
Sept1	1418	56
Dntt	1826	70
Supv3l1	2292	496
Ak6	979	181
Terf1	2022	301
Lman1l	1587	2
Enpp7	1320	0
Rnase10	639	31
Rab18	1746	1228
Il21r	2403	304
Irf2bpl	2349	1152
Zbtb38	3902	878
Ess2	1726	377
Polr2c	1163	624
Rxfp2	2214	3
Rnase11	1475	1
Set	1519	273
Slc13a4	2070	905
Klri2	837	0
Klri1	1096	7
Cdh7	2361	13
Ckmt1	1580	413
Fau	516	4378
Cbln2	2356	131
Lipg	1589	2
Wee1	3276	633
Pip5k1b	2888	117
Enpp5	1855	1730
Zfp422	2379	510
Rcan3	790	137
Nol12	928	218
Cdh20	2450	237
Ly49s5	1426	0
Tspyl1	2560	1133
Glrx2	1406	408
Phb2	1349	1878
Gmpr2	2145	302
Allc	1474	1
Gdf6	1576	2
Art5	1989	3
Ptpn9	2058	2022
Clk4	1392	652
Slc39a11	1267	180
Sectm1a	1605	15
Cryzl1	1832	176
Ccl24	1461	122
Rab35	2089	1321
Mtm1	2449	412
Igfbp7	1104	4141
Smtn	3307	700
Pold2	1562	405
Sugt1	1180	705
Nat3	873	1
Defa24	421	0
Adprhl1	1545	3
Rpp40	1179	228
Hist1h2ail1	411	8
Akr1c2	1361	0
Rbm17	1528	966
Ndfip1	1711	5692
Rit2	1902	196
Aprt	543	1732
Thbs1	3609	4482
Raet1l	1419	8
Fbxo17	1595	4
Ggn	2519	86
Sipa1l3	3629	521
Klk1c8	857	0
Mrpl46	1143	272
Stard10	1251	129
Tspan4	1410	396
Tm7sf2	1467	239
Sfxn2	2068	17
Btbd9	1955	235
Pknox1	1539	267
Dnajb4	1477	476
Plekha3	1697	652
Fsip1	1663	91
Osbpl2	2719	1107
Clic3	776	32
Phyhd1	1262	1012
Pon2	1759	3154
Cpa2	1306	57
Akr1b10	1421	78
Snx10	1400	931
Capg	1477	5866
Elmod3	1731	214
Fhl5	1119	3
Galt	1307	301
Trmt10b	1278	207
Gba2	3022	860
Creb3	1190	863
