Geneid	Length	genome_mapping/Low_6556c3.rep5.RNAseq.mm10.sorted.bam
Ss18l1	4369	676
Orai2	3849	2640
Gdpgp1	3520	427
Spin4	4176	236
Plppr1	3762	2
Irf2bp1	2706	2874
Acsm5	2491	109
Timd4	2175	32
Gpr107	3926	4217
Zfp750	3243	32
Agmo	2155	122
Tmem72	3335	0
Nceh1	4394	3278
Prr18	3553	10
Rps6kc1	3995	2482
BC049715	1141	10
Nhlh2	3353	0
Scai	10704	1150
Bcorl1	6125	1757
Tmem117	2781	1423
Ccbe1	5742	3536
Ppip5k1	5531	1191
Acad12	2375	230
Trim65	3050	1012
Sirt5	1362	794
Gins2	1038	2178
Hs3st3a1	3933	8
Adck2	3539	1181
Slc9b2	2243	260
Hadha	2716	14096
Fibcd1	4751	6
Abtb2	4558	1454
Prmt6	4227	2231
Tiparp	4154	6478
AA792892	1212	0
Zfp956	2760	348
Hepacam2	2236	62
AI467606	1918	4543
Calhm5	1786	100
Wdr92	3431	1525
Pld4	1978	2769
Tmem179	2373	35
Utp15	4071	4084
Lmf2	2906	8179
Mal2	2775	605
Hic2	6339	792
Upk1b	1769	35
Nsun3	1344	333
Afap1l1	3403	776
Gbf1	6401	6224
Tnfrsf14	893	358
Aoc2	2535	292
Slc51b	488	2
Slc2a12	3762	23
Pdrg1	1229	2736
Atad3a	2419	5747
Reep4	1670	4775
Gars	2390	21455
Terb1	2950	12
Adgrl1	8188	625
Tanc2	11859	768
Myo1e	4944	9712
Plekhh1	6439	2688
2610524H06Rik	945	735
Tas2r139	960	0
Tas2r136	984	0
B230219D22Rik	4652	14019
Car5b	3449	1530
Cwh43	2713	78
Slc25a29	1964	218
C1rl	3010	512
Npm2	997	33
Prune2	12512	2666
Mustn1	1179	165
Anapc13	408	1322
Pxdn	6614	16906
Rftn1	2802	1391
Tmem64	4681	1478
Rnpepl1	3039	5944
Rars2	1868	1683
Me3	4370	99
Mtmr11	2812	7032
Gtf2h3	2664	1701
Zbed4	5374	1116
Pik3c3	3212	5642
Atrnl1	6583	6753
Arhgap11a	5017	5044
Ushbp1	3549	460
Zfp599	3574	376
Fn3krp	2028	301
Hectd4	15482	5695
Pkd2l1	3321	2
Gprc5a	2071	22747
Ltv1	1768	2876
Cldn17	1172	0
Gpr151	1772	14
Nostrin	1807	991
Eras	1077	0
Clec18a	1819	0
Dsg4	3478	0
Pof1b	3890	85
Gab3	2129	131
Cmbl	1120	1510
Ckap2l	3137	4089
Shq1	3261	1251
Itpkc	3238	1211
Retnlg	608	1999
Gpatch11	4207	1120
Dsg1c	4088	16
Dsg1b	5952	0
Defb37	352	0
Aida	3293	9653
Ffar4	1393	1280
Gpr119	2269	0
Gpr135	3128	111
Opn5	1824	0
Gpr141	3433	201
Gstp2	752	140
Cep128	4807	1149
Rxfp4	1245	4
Olfr141	977	0
Wfikkn2	3392	18
Tmc4	2346	501
Hcfc1r1	1243	3100
Fgb	1705	24477
Grm3	3536	2
Oxct2b	1753	40
Sdr16c5	1379	0
Cmtm1	1130	0
Olfr91	939	6
Fam167b	944	264
Lypd4	1095	0
Gpt	1788	1375
Gpr18	1424	35
Tafa1	3252	2
Tppp	5090	218
Spred3	4056	1203
Adm2	1297	516
Rims3	6521	20
Ppp4r2	3641	6763
Gm17019	1171	2
Mypn	5246	172
Slc17a7	2940	8
Arl5a	5212	5378
Prkab2	4261	1869
Ccnb3	4554	0
Cdc42bpb	6718	22725
Ttll12	3770	7571
Thada	7896	2073
Asic4	2650	4
Raver2	3990	73
A430033K04Rik	3142	455
Defb14	330	0
Ap1s3	2876	983
Pcmtd1	5232	3056
Igf2bp2	3899	3272
Smim10l2a	3133	12
Gpr183	2942	244
Rnase9	1187	0
Plekhm1	5986	2651
Defb34	246	0
Defb38	291	0
Defb39	364	0
Defb40	378	3
Fam189a1	4754	0
Tonsl	4207	1946
Xlr4c	1223	12
Ttc29	2450	0
1700067K01Rik	1326	28
Tssk5	1514	3
Prss46	1257	13
4931429L15Rik	2037	2
Tmprss12	1349	0
4930563M21Rik	792	0
1700029I15Rik	364	14
4932414N04Rik	3643	0
Spinkl	593	0
6030498E09Rik	1184	0
4930451I11Rik	475	0
Zfp972	883	47
Spink8	679	0
Tepsin	2779	1325
Zfp729a	5207	1038
Sprn	3156	5
BC003965	3023	1931
Cyp2ab1	2735	52
Tmem252	2462	369
Slc17a9	2197	201
Helz2	10109	5436
Pyroxd1	2155	1007
Gm4884	2852	0
P2ry6	1917	1315
Mpv17l2	955	1299
Sowaha	3618	58
C1qtnf9	1903	74
Fsd1	1748	7
Kcnv2	5077	20
Tspan18	3751	459
Abhd16b	1775	7
Lexm	1970	0
Gprin3	3116	36
Foxn3	2611	1178
Krtap13-1	750	0
Ms4a5	945	0
Foxi2	2598	0
Gsdmc3	2142	0
Marveld1	3077	7170
Serpinb9f	1908	0
Slfn5	5989	2930
Rnf182	3456	133
Gprin2	1601	2
Scd4	3072	63
Fat4	16107	339
Tafa3	4317	23
Usp24	10601	9450
Nkx6-2	1907	0
Wfdc21	438	641
Tma7	637	5645
Defa21	419	0
Cox14	723	4037
Hamp2	437	22
Smim5	940	48
Mrm3	1492	611
Tespa1	1694	45
Defa20	425	0
Coa4	834	381
Wfdc15a	466	0
Fam24a	371	0
Tefm	1287	727
Nbeal2	8803	11673
Fam25c	367	38
Actl9	1369	1
Smco1	1398	8
Kctd2	1766	1844
Dhrs13	1744	605
Tcerg1l	2569	4
4921517D22Rik	3142	4
Cdkl1	1689	21
Krtap16-3	570	0
Nxph4	1675	32
Foxe1	2130	0
Pon2	1821	4341
Gm5111	964	2
Tmem145	2298	0
Synm	7866	323
Ctxn1	1226	2500
Snapc5	761	936
Gm5128	3836	0
Khdc1a	1950	2
Gadd45gip1	1734	2475
Duxbl1	2146	0
Klhl6	2405	975
Tnfsf18	2064	273
Qrfp	2925	918
Dennd4c	7792	8161
Rtl1	6358	19
Ffar1	903	0
Nlrp9b	3344	6
Foxo6	2528	75
D630045J12Rik	11100	480
Rhox3a	1048	0
Nanos2	1439	0
Arid4b	6113	6128
Onecut2	13391	35565
Slc23a3	2058	34
Tbc1d2b	5934	4492
Naif1	3173	258
Gbp6	4316	273
Bms1	4288	8518
Prr14l	10546	3134
Synrg	7110	3447
Fam160b2	4034	1750
Rnf31	3432	2743
AY358078	1461	2
Atg2a	6340	6602
Mafa	2821	26
Cdk10	1649	2027
Akap9	12105	8654
Ifnz	1462	2
Wipf2	7589	2493
Hsh2d	1225	64
Kif18b	3336	1593
Cox19	761	1961
1190005I06Rik	742	84
Ccnq	1224	856
1700025G04Rik	9754	949
Pcgf1	874	554
Tut1	2768	3021
Arl16	2023	590
Tspan15	3605	11447
Zgrf1	7048	1105
Ces2g	2859	4886
1700001O22Rik	1591	50
1110008P14Rik	657	1791
Coa5	3862	9578
Ascc3	7477	6667
E430018J23Rik	2163	392
Abraxas2	2895	2163
Cep78	2549	1368
Tnrc6c	8728	3379
Rcor1	5669	7946
Ranbp3l	4211	2
Iqcc	2142	673
Alkbh6	945	1129
Fermt1	5255	12960
Tubgcp3	3649	5064
Setx	10970	7022
Zbtb39	5958	1528
Cachd1	4965	601
Bst2	807	3423
Gmip	3925	3543
Exoc8	7407	2367
Fam120c	7707	1356
Slc9c1	3879	2
Morn4	1816	167
Akap6	10263	237
Ostn	1268	0
Dagla	5634	2432
Pcdha2	5364	0
Lrrc24	1904	148
Rab35	2163	6673
Uts2b	835	2
Tmem63b	3237	6636
Ppp2r5b	2708	8316
Gmeb2	4050	2848
Szt2	10958	3322
Ces2b	3374	14
Ntf5	1963	34
Qrfpr	1801	4
Yars2	1587	2176
Zbtb40	7192	1449
Lrrc4b	2719	14
Rnf133	1308	0
Tex2	4942	5120
Tmx3	4611	8478
Armh3	2896	1254
Trat1	4706	22
Enkd1	1317	975
Rbm11	2699	18
Eif5b	7797	15838
Nup188	5695	5905
Klhl17	3014	1399
Pdpr	2904	1043
Zfp273	2321	269
Crhbp	1681	1
Paqr9	8389	126
Ckmt2	1486	535
Usp49	8253	175
Orai3	1996	1421
Eid2	1288	163
Rhox11	805	0
Map6d1	3274	16
Trim52	3529	0
Plekhg6	3019	308
Ska3	2260	1668
Dcaf13	1541	4900
Them6	1488	645
Rsl24d1	1522	3036
Igsf21	2000	1
Gxylt2	1826	137
Ap2s1	798	7246
Mex3d	3258	6269
Tspyl3	3072	148
Cct8l1	1961	1
H1f10	1062	384
Ubqlnl	2298	0
Xxylt1	3111	3648
Vstm2l	1363	5
1810024B03Rik	1266	40
Zc3h4	6051	5738
Trim67	8808	56
Gm5134	2836	3
1700016K19Rik	921	42
Tbc1d22b	3491	1839
Slc22a20	1897	2
Hjurp	8439	872
Iars2	3560	9036
Nsl1	2973	967
4921509C19Rik	2682	0
Gm5148	1215	1800
Nr1h5	2835	1
Stpg2	2818	0
Ccdc180	5081	149
Oog2	1929	0
Aadacl4fm1	1406	0
Pramel32	1828	0
Tbc1d2	4305	1784
A330070K13Rik	633	0
Gm9758	1155	6
Pramel37	1594	0
4930590J08Rik	3395	5
Prb1	1621	0
Fbxw26	1824	0
Fdxacb1	1978	529
BC061237	899	0
Serpinb3b	1632	0
Mrpl48	4965	1830
Ctf2	900	0
Lrrc75b	4601	20
Dbpht2	2995	2
B4galnt3	6356	188
Scx	1136	2251
Zbtb12	1835	1611
Ssxb3	823	0
Uggt1	9029	17130
Smgc	2977	0
Jpt2	2606	9458
Nox3	1792	0
Tfap2e	2117	9
Vmn2r43	2846	0
Cox11	2259	829
Phf11d	2686	982
Stard8	4963	1609
Dpp10	4630	0
Shc4	4820	335
Zbtb26	5318	845
Zfp335	4570	4338
Zfp395	4229	6738
Cep135	5539	1270
Tsen2	1801	1069
Clec2m	1566	0
Alg8	2001	1985
Fbxw15	1495	0
Thap1	2267	804
Gpr6	1791	0
Ssx9	604	0
Ssxb10	877	0
Slitrk1	4251	8
Ssxb9	877	0
Defb50	373	0
Foxk1	7446	5944
Znrf2	2610	3373
BC051665	1348	0
Ppp1r37	2971	4272
Lypd10	1172	0
Tas2r102	1044	0
Tas2r107	1032	0
Tas2r110	1002	0
Tas2r130	939	0
Ifnk	820	3
Tas2r134	897	0
Tas2r135	966	8
Rbfa	1339	1578
Hdac10	2705	1811
Tmem199	1343	1282
Fam171a2	3099	1758
Cd300ld3	800	16
Lman1l	1737	30
Rtn4rl2	1263	619
Kcnk12	1952	14
Unc93a	2643	16
Tpte	2549	1
Mtg1	1595	622
Bpifb6	1667	0
Zfp341	3224	392
Wdtc1	4175	3509
Mast3	5334	4705
Zdhhc19	1310	0
Ccdc32	1870	1132
Clec4a1	1558	416
Cep162	5295	1268
Ssxb5	602	0
Dot1l	6811	4518
Gal3st2	2846	18
S100a7a	741	379
Rrp12	4320	4341
Zhx2	4374	2245
Mms22l	4718	2513
Rtl3	2843	18
Cdh24	2728	559
Prss43	1992	0
Col8a2	4331	338
Mettl7a2	1779	2
Lrrc47	3395	3348
Dand5	1680	171
Rhox4e	977	0
Pcdha8	5242	0
Krt9	2580	0
Eif4ebp3	1151	891
Oog3	1854	0
Slc6a7	3343	6
Ctif	6176	1675
Lyrm4	1515	1004
Ccdc68	1525	1757
Serpinb3c	1659	0
Gpr176	3911	645
Xkr8	4238	517
Wee2	2886	0
Prmt8	2456	4
Ccdc84	1269	707
Trim56	3637	1874
Kash5	2210	1
Serpinb3d	1164	0
Pigs	2488	4904
Ugt1a6b	2293	94
Flrt1	5862	30
Flrt2	7097	736
Map4k5	4454	5054
Sly	917	0
Kcnf1	4789	96
Myo5b	6647	7959
H2-M10.3	1592	0
Zfp652	2665	1283
Neil2	1914	52
H2-M10.6	1405	0
Prlhr	1572	2
Chd8	8489	10059
Mettl14	2625	2633
Ugt1a10	3242	1
Ugt1a7c	3294	3000
Ugt1a5	3208	11
Ugt1a9	3216	4
Ugt1a1	3229	311
Dhx37	4141	2787
Cxcl3	1018	8068
Tcaf3	3110	2
Vmn1r183	918	0
Mrgprd	3117	0
Chrm2	2036	68
Mrgprg	1821	2
Rwdd4a	2952	2596
Eddm3b	1393	0
Gm5136	1117	0
Crh	1320	2
Chrm5	1746	0
Mrgprb4	966	0
Mrgprb1	4185	74
Tlr11	3207	22
Tlr13	4014	2836
Omt2b	735	0
Tlr12	3174	158
Gfral	2080	0
Churc1	674	1867
Cd200r2	1750	4
Cyp2c54	1772	130
Olfr128	927	0
Olfr10	936	0
Olfr153	924	0
Ifna16	570	0
Vmn1r178	915	0
Vmn1r180	970	0
Ifna15	573	0
Ifna6	757	0
Vmn1r177	930	0
Olfr12	1121	2
Olfr6	951	0
Olfr3	942	0
Jtb	1103	3884
Arl9	402	3
Gpr152	3924	16
Ifna14	570	0
Macroh2a2	1910	104
Olfr773	936	0
Tas2r104	909	0
Tas2r106	927	0
Tas2r109	951	0
Tas2r113	930	0
Tas2r114	930	0
Tas2r115	933	0
Tas2r117	993	0
Tas2r118	900	0
Tas2r120	888	0
Tas2r121	918	0
Tas2r123	1002	0
Tas2r124	930	0
Tas2r125	936	0
Tas2r126	927	0
Tas2r129	963	0
Tas2r131	933	0
H2-Ab1	1193	12562
Cebpe	1238	60
Olfr1471	945	0
Olfr741	1144	0
Olfr1061	942	0
Olfr1084	954	0
Olfr1349	954	0
Olfr417	930	0
Olfr149	936	0
Olfr936	936	0
Olfr1212	936	0
Olfr955	945	0
Olfr1036	1015	0
Olfr594	936	0
Olfr645	948	0
Olfr845	942	0
Olfr670	939	0
Olfr813	933	0
Olfr1010	1050	0
Olfr1313	938	0
Olfr1308	963	0
Olfr1338	942	0
Olfr325	1041	0
Olfr1102	1063	0
Olfr117	954	0
Olfr747	955	0
Olfr1333	954	0
Olfr427	949	0
Olfr814	933	0
Olfr519	945	0
Dnph1	1106	951
Gm20738	1210	0
Olfr239	948	0
Tes	2442	22026
Olfr8	933	0
Ccdc120	3641	1710
Prr36	4616	99
Ninl	5093	1697
Igsf3	7330	8927
Lpcat4	1902	4918
Mrps26	962	2468
Clca4a	2998	18
Sec24b	5128	10726
Dyrk4	2073	6
Wtip	1955	466
Exoc5	4659	8363
Mycbp2	15233	12991
Ugt3a1	2248	3
Acap3	4312	3196
Olfr384	939	0
Hdac4	8100	2597
Olfr1373	936	2
Plac9a	451	0
Olfr320	921	0
Arl5c	1561	138
C1ql2	2000	0
Olfr358	993	0
Olfr1283	918	0
Man1c1	4715	1761
Gtf3c1	6869	7560
Olfr1320	960	0
Npc1l1	4571	6
Cd200r4	1700	150
Zfp870	5296	561
Pglyrp3	1109	0
4930433I11Rik	2022	0
Olfr684	939	0
Olfr1371	936	0
Olfr1286	918	0
Ankrd34c	2475	0
Kcnk18	3032	0
Scgb2b2	512	0
Tmsb15l	821	0
Ccdc87	3163	14
Ptprh	4020	244
Tdpoz3	1098	0
Tdpoz4	1113	0
Tdpoz5	1023	0
Tigd4	3459	18
Ccdc121	1819	0
Mettl21e	3181	0
Cercam	2715	926
Get1	2502	3430
Rpl23a	559	45248
Tex13c3	876	0
Opa3	2260	2548
Lypd9	598	0
Agr3	819	0
Dbx2	2271	4
Mrgprb3	939	18
Mrgprb5	969	0
Mrgprb8	1123	0
Mrgprx1	1180	2
Zfp81	2253	606
Vmn1r59	933	0
Vmn1r64	963	0
Vmn1r179	972	0
Vmn1r181	1088	0
Vmn1r93	966	0
Vmn1r174	942	0
Olfr192	1056	0
Olfr199	927	0
Olfr209	918	0
Olfr250	996	0
Olfr251	951	0
Olfr257	960	0
Olfr372	1016	0
Olfr592	939	0
Olfr681	948	0
Olfr750	1132	2
Olfr776	939	0
Olfr924	927	0
Olfr1040	942	0
Olfr1051	927	0
Olfr1057	948	0
Olfr1113	981	0
Olfr1173	939	0
Olfr1198	927	0
Olfr1252	945	0
Olfr1355	1148	0
Olfr1535	981	0
Olfr1380	936	0
Olfr1383	936	0
Olfr1480	948	0
Brinp2	4101	2
V1rd18	1157	0
V1rd19	918	0
Olfr774	939	0
Olfr553	981	0
Olfr403	942	0
Olfr1321	960	0
Olfr1118	996	0
Yipf6	5194	2600
Fndc3a	6136	10454
5031410I06Rik	2947	1
Defa22	419	0
Hook3	12836	5544
Olfr151	1085	0
Olfr1537	945	0
Olfr100	927	0
Olfr1082	990	0
Dedd2	1828	2225
Ccnl2	2442	9133
Olfr322	984	0
Olfr220	978	0
Olfr224	1915	0
Olfr1335	1008	0
Olfr301	1209	0
Poglut3	3644	2741
Rxfp1	5539	0
Krt42	1627	1
Krt73	2186	2
Krt78	3434	84
Septin5	2127	1198
A530032D15Rik	1760	35
Olfr118	966	0
Amer3	4356	0
Krt72	2013	0
Krt39	3193	79
Snord32a	81	58
Snord35a	89	47
Snord35b	86	22
Tyms-ps	1347	2
Snord33	82	15
Rmrp	275	1162
Kcnq1ot1	83437	1986
G6bos	1160	0
Xist	17918	14088
Terc	397	32
Speer6-ps1	979	0
Speer5-ps1	1522	3
Speer9-ps1	775	1
Speer8-ps1	1121	0
Speer4cos	1083	1
Rpph1	325	759
E530001F21Rik	1128	0
Snord15a	148	20
Snord15b	145	33
Tug1	6781	6782
Ndufs5-ps	500	70
Nctc1	2106	1
Snord34	66	50
Gm5424	1552	0
Gm13363	2784	0
Gm7334	1358	0
Npm3-ps1	945	54
Dlx6os2	1354	0
Rnu3a	212	32
Tsix	4306	0
Gnasas1	2248	27
Malat1	6983	149006
6430411K18Rik	1315	0
8430431K14Rik	2854	2
Snord82	68	1
Airn	2188	133
Dlx1as	2793	0
Igf2os	4791	2
Psg-ps1	1922	0
Gm4956	1148	17
Olfr75-ps1	1281	0
Serpina4-ps1	1353	278
Gm5088	3224	344
Emx2os	5023	42
Peg13	4723	2002
Rnu11	108	16
Dio3os	1279	347
Pax6os1	1464	2
Gm5476	402	0
Gm5477	717	0
Dnm3os	7928	188
Vax2os	3208	0
Gm6042	282	0
Has2os	485	12
Ubb-ps	703	5426
Defa-ps12	168	0
Defb44-ps	222	0
Gm21944	192	0
Defa-ps13	204	0
Gm5643	1734	1
Gm10052	1388	0
Smarca5-ps	3752	29
Gm5801	1189	29
Gm12070	1646	15
Gm5512	1748	0
Gm26504	90	0
Snhg1	476	6545
Snora64	117	86
Snora65	118	343
Snora70	129	120
Snora69	122	15
Snora68	98	135
Snora62	128	14
Snord61	62	1
Snora74a	198	56
Gm1943	1109	12
Rnu6	27	0
4930515G16Rik	466	0
Gm9731	1156	1
Snhg10	529	60
Defa-ps1	282	0
Sprr2j-ps	673	0
Kis2	2031	0
Pinc	1560	2
Fate1	938	0
Ceacam-ps1	715	12
Foxl2os	3732	0
Snhg3	437	1403
Slc13a2os	3627	0
Rab11fip4os1	2187	11
Zxda	7005	228
D030028A08Rik	2820	383
Gm6548	2040	1333
BC018473	3263	0
Pvt1	5059	923
Gm7904	1246	9
Gm15772	520	0
Gm7367	1300	0
2210409E12Rik	377	0
Neat1	20771	30858
Pisd-ps1	2875	422
Pisd-ps3	2863	13564
Pisd-ps2	1485	96
Macroh2a3	1911	14
Zf12	1277	0
Sprr2g	651	16
Cyp2d13	1646	66
Gpr137b-ps	2941	2701
Gm6455	1072	2
1700018B24Rik	594	0
6330549D23Rik	2828	78
Gm5065	1436	0
Gm5069	3581	44
Gm10319	1350	15
1700073E17Rik	4599	4
Gm5766	1977	0
Gm6498	1599	16
Gm6578	978	1
Gm6787	1454	14
Meg3	12956	2302
Rps4l	941	458
4933400A11Rik	1230	1
1700123L14Rik	1703	0
1700049L16Rik	820	0
4921511C20Rik	1606	0
Gm5039	1641	4
Gm5334	1554	0
Gm5434	1451	8
Ppp1r2-ps3	843	4
Gm7337	2654	0
Snora15	116	14
Miat	8760	140
1700022A21Rik	1448	0
Gm5478	2960	0
Vmn2r-ps11	2261	0
Tubb2a-ps2	704	10
Gm10653	1232	10
Gm4759	3091	13
Btnl5-ps	2592	26
Gm9079	1768	62
Snord87	74	58
Snord73a	68	56
Snord73b	71	64
Rnu12	150	8
Gm8234	2000	20
Rprl1	238	0
Apoo-ps	591	0
Rprl2	238	0
Vmn2r-ps54	2952	1
Gm15421	810	70
Nphs1os	1339	0
Zfhx2os	2487	2
Snord22	126	405
H2-K2	1324	292
Gm5523	1245	40
4930448K20Rik	1433	0
Gm44502	4527	0
Cdk3	1427	270
Selenok-ps1	783	13
Gm4850	914	0
Hoxa11os	1839	2
Etohd2	3135	127
Ipw	734	0
Gm5485	628	0
Six3os1	7127	0
Dlx6os1	4548	0
BC064078	897	55
B430010I23Rik	2079	7
1700047M11Rik	686	2
4933431E20Rik	5407	807
Wt1os	3267	8
Snhg17	3172	2262
A330069E16Rik	892	56
C920009B18Rik	5659	142
Ptgs2os	2994	33
5530601H04Rik	3732	388
2900079G21Rik	6716	0
2610203C22Rik	1245	32
3830408C21Rik	1898	45
9530082P21Rik	3162	91
Oip5os1	1549	2705
Il1bos	1396	151
1700086O06Rik	1931	449
Atcayos	318	26
Mm2pr	1715	6
Mtag2	830	7
LOC100043315	1006	0
Mir100hg	6965	8038
1700108F19Rik	868	12
D130017N08Rik	1705	51
A930005H10Rik	1405	213
A930003A15Rik	1125	0
2900041M22Rik	1344	64
A630089N07Rik	2131	447
C230035I16Rik	617	110
2810403D21Rik	1005	76
4930511M06Rik	3432	19
A230056P14Rik	1405	118
1700031M16Rik	824	0
Gm20735	627	1
1500004A13Rik	7194	455
C030034L19Rik	5830	20
A530013C23Rik	2213	59
4833422C13Rik	5617	186
E030003E18Rik	1085	7
A330040F15Rik	1106	55
2410018L13Rik	1407	5
Firre	5815	3940
4833418N02Rik	1530	190
C130036L24Rik	1799	72
Jpx	3802	131
4632427E13Rik	669	13
E030011O05Rik	763	413
4933406K04Rik	1353	0
E130114P18Rik	1231	0
9330175E14Rik	1538	13
6430562O15Rik	1721	191
4930526I15Rik	1215	493
Fzd10os	2405	5
AI662270	1408	793
1700030C10Rik	1724	30
2810429I04Rik	1740	14
A730017L22Rik	2375	250
Cep83os	4135	491
9430060I03Rik	1672	11
A830082N09Rik	7840	64
4930417O13Rik	1093	0
R74862	3889	133
9530026P05Rik	995	69
Dancr	1278	367
1700108J01Rik	468	0
A230057D06Rik	2004	0
4930567H12Rik	955	0
1110038B12Rik	589	6222
9230114K14Rik	2118	77
Gm2518	2478	16
9630013A20Rik	2038	0
4933400F21Rik	3611	21
1700066O22Rik	961	0
E430016F16Rik	3091	0
Mir99ahg	3151	52
9630028H03Rik	2288	0
4930481A15Rik	2165	167
C130026L21Rik	1838	0
1700009J07Rik	914	8
5830432E09Rik	1494	53
Trmt61b	2945	397
Rab10os	1073	475
5330434G04Rik	3449	0
AI506816	2780	1241
4933404O12Rik	3970	149
2610035D17Rik	1848	716
5031425F14Rik	1636	39
2610028E06Rik	3636	0
C130071C03Rik	4992	22
9530036O11Rik	2926	97
A330023F24Rik	5195	82
A930007I19Rik	2317	23
4933406F09Rik	1293	0
4732471J01Rik	4328	68
4930471G03Rik	669	0
1810014B01Rik	1620	223
1700012D14Rik	629	4
4930513N10Rik	2803	91
4933432I09Rik	1536	2
Ube2d-ps	1840	446
2810032G03Rik	2040	2
Sox2ot	2970	2
5430402O13Rik	1007	19
C330024D21Rik	3739	0
BC024386	1673	193
4933439C10Rik	2582	335
A330035P11Rik	2711	193
9330111N05Rik	1407	11
4932441J04Rik	726	1
9330158H04Rik	3103	8
5430405H02Rik	1509	78
D130009I18Rik	2663	0
Srrm4os	3358	2
4930442L01Rik	2051	0
Zfp862-ps	6289	1077
Gm45351	2752	0
A330076H08Rik	1894	0
A230072E10Rik	3290	7
Fam120aos	1461	705
F730043M19Rik	1551	95
4930483J18Rik	1094	12
E130112N10Rik	1360	34
2900052N01Rik	2585	7
C86187	2057	2
9530059O14Rik	3978	1
Hoxaas3	835	8
1700029M20Rik	2963	0
4732416N19Rik	551	5
A930015D03Rik	799	10
Gm6981	1466	30
Peg3os	865	0
4930594C11Rik	2755	22
Snhg6	407	3018
Snhg7	742	572
BC006965	1952	5
Gm44505	3350	0
Gm14057	2136	98
Rprl3	235	0
Rnu7	25	0
Sycp1-ps1	3113	4
4930412O13Rik	4039	13
4930426L09Rik	1486	26
E130201H02Rik	851	17
9130024F11Rik	3728	86
9230116N13Rik	2097	76
Norad	4917	9963
1700008J07Rik	2432	97
Gm5	469	1
Gm11166	1643	0
Gm11346	1115	12
2700099C18Rik	1275	497
Gm8884	384	2
Gm5126	2177	4
Abhd11os	500	36
3110039M20Rik	854	434
Gm14379	1878	22
Zfp389	934	4
Bach2os	1661	56
C030034I22Rik	2746	232
A930012L18Rik	2364	45
4930488L21Rik	1862	2
Wbscr25	2075	4
1700020N18Rik	547	0
E330013P04Rik	2070	13
Gm10941	711	36
Gm5577	1423	37
Gt(ROSA)26Sor	1604	1124
Snhg20	600	835
Tmem51os1	1758	57
AI854703	3573	42
Uckl1os	2270	66
A230020J21Rik	1649	1
Pdxk-ps	2342	9
A930003O13Rik	1951	0
Gm48957	7122	3
Gm17769	2564	30
Gm3219	604	95
1700096K18Rik	1449	250
A230072C01Rik	2201	94
AA543186	1696	24
Gm17801	1405	1
Gm8580	611	6
Tspy-ps	321	0
Mug-ps1	4683	65
Gm4489	520	0
4932435O22Rik	3402	2
Oaz1-ps	962	0
Gm8883	1019	91
Gm5166	890	0
Gm11961	1562	0
Tbrg3	7979	104
Map2k3os	1267	173
Gm1141	2148	21
D6Ertd474e	2761	0
A430093F15Rik	2115	25
1110006O24Rik	768	73
Zp4-ps	832	0
1500011B03Rik	1739	583
Snhg16	1997	1179
Gm13749	1432	6
4930470P17Rik	1395	0
Pantr1	546	0
Rnf227	1746	128
Gm10638	1362	13
2810002D19Rik	1482	376
D630029K05Rik	2382	0
Pmis2	699	2
2900005J15Rik	2033	51
Nlrp1c-ps	3457	85
Gm9199	1288	23
1700054K19Rik	451	0
5730408K05Rik	384	21
Cts8-ps	4221	0
4930515G01Rik	1251	56
0610040B10Rik	440	33
4930583K01Rik	883	1
6530411M01Rik	1219	0
1700096J18Rik	454	2
Vaultrc5	345	12
A930013F10Rik	2426	278
5031426D15Rik	6021	22
2900092D14Rik	2841	0
BB123696	2308	8
Hoxd3os1	794	0
Snhg9	183	2
2900060B14Rik	597	25
G630025P09Rik	2370	34
1700120K04Rik	543	27
Bambi-ps1	1215	24
Msx1os	2188	3
C630043F03Rik	2687	195
2010204K13Rik	946	194
4930507D05Rik	2194	16
1110020A21Rik	1220	40
4931440P22Rik	1859	152
1700052K11Rik	2413	225
Ppp4r1l-ps	4466	620
D930048N14Rik	3429	730
B830017H08Rik	1119	0
9130230L23Rik	1454	45
Zfp783	4415	154
Gm10416	642	4
Zbtb11os1	1350	129
4930429B21Rik	1950	27
1700020N01Rik	1061	1
Zfp85os	2908	30
Hnf4aos	843	2
Atad3aos	1162	14
5730522E02Rik	1520	0
3110070M22Rik	1128	22
Sox1ot	5067	0
4930465K10Rik	1262	4
1700001L05Rik	6003	524
1810064F22Rik	2302	68
2810025M15Rik	1194	1215
4632415L05Rik	4114	1677
4930474M22Rik	613	0
C030016D13Rik	2595	6
4930433N12Rik	1382	0
Gm9871	1560	0
Gm3414	7912	570
Ppifos	1777	95
Gm4566	532	0
Gm9767	1193	0
Gm8615	2065	60
Gm4926	1620	0
Snora21	128	15
Snora3	120	62
Snord72	60	56
Gm12191	478	0
Kcnmb4os1	753	0
0610039K10Rik	951	41
2310001K24Rik	459	0
1600029I14Rik	864	1
2310068J16Rik	1121	30
0610038B21Rik	1523	28
6330407A03Rik	1843	20
Snord68	48	50
AF357399	94	29
4932414J04Rik	3061	0
Rian	3579	2388
Rmst	2687	4
B130006D01Rik	3188	19
Dleu2	1694	240
Mirg	1299	65
BC037032	4622	29
Phxr4	1380	9
Snord14a	22	0
Snord14d	23	0
Snord14c	87	119
Gm8801	1867	1
Snord43	48	28
Snord83b	77	108
